downtime_id,machine_id,plant_location,start_time,end_time,duration_hours,reason,production_loss_mt,repair_cost_inr
DT000583,Machine-7,Ahmedabad Plant 2,2023-01-19 16:00:00,2023-01-19 21:33:37.546776,5.56,Raw Material Shortage,2.47,23066.91
DT000584,Machine-14,Rajkot Plant,2023-01-19 09:00:00,2023-01-19 12:36:34.493797,3.61,Breakdown,2.97,14031.06
DT000585,Machine-22,Ahmedabad Plant 1,2023-01-20 21:00:00,2023-01-20 23:57:07.176539,2.95,Breakdown,0.99,17718.08
DT000586,Machine-9,Ahmedabad Plant 2,2023-01-21 18:00:00,2023-01-21 23:28:36.503150,5.48,Raw Material Shortage,1.27,44398.54
DT000587,Machine-5,Rajkot Plant,2023-01-21 01:00:00,2023-01-21 01:51:53.564811,0.86,Raw Material Shortage,1.39,43731.82
DT000588,Machine-1,Rajkot Plant,2023-01-22 17:00:00,2023-01-22 22:09:37.216073,5.16,Raw Material Shortage,2.43,19564.07
DT000589,Machine-2,Ahmedabad Plant 2,2023-01-22 15:00:00,2023-01-22 18:16:11.230563,3.27,Operator Error,2.72,38731.02
DT000590,Machine-7,Rajkot Plant,2023-01-22 01:00:00,2023-01-22 04:22:55.036457,3.38,Breakdown,1.04,9783.05
DT000591,Machine-7,Rajkot Plant,2023-01-23 22:00:00,2023-01-24 04:57:49.355267,6.96,Scheduled Maintenance,2.24,32330.4
DT000592,Machine-20,Ahmedabad Plant 1,2023-01-23 13:00:00,2023-01-23 19:19:27.871526,6.32,Breakdown,2.79,39271.52
DT000593,Machine-12,Ahmedabad Plant 2,2023-01-24 23:00:00,2023-01-25 02:39:17.802145,3.65,Power Failure,0.94,37122.09
DT000594,Machine-3,Ahmedabad Plant 2,2023-01-24 23:00:00,2023-01-25 01:21:01.476268,2.35,Raw Material Shortage,2.46,20242.88
DT000595,Machine-20,Ahmedabad Plant 1,2023-01-25 01:00:00,2023-01-25 02:40:32.842194,1.68,Raw Material Shortage,1.14,16998.72
DT000596,Machine-4,Rajkot Plant,2023-01-27 05:00:00,2023-01-27 08:20:27.633405,3.34,Operator Error,1.14,15150.09
DT000597,Machine-5,Ahmedabad Plant 2,2023-01-29 21:00:00,2023-01-30 00:26:17.219994,3.44,Breakdown,2.67,8170.51
DT000598,Machine-18,Ahmedabad Plant 1,2023-02-02 16:00:00,2023-02-02 18:43:18.487676,2.72,Operator Error,1.91,44351.61
DT000599,Machine-20,Rajkot Plant,2023-02-03 05:00:00,2023-02-03 07:37:51.559140,2.63,Cleaning,1.37,40907.78
DT000600,Machine-13,Rajkot Plant,2023-02-03 22:00:00,2023-02-04 01:17:37.977156,3.29,Raw Material Shortage,2.63,25487.19
DT000601,Machine-20,Ahmedabad Plant 1,2023-02-03 05:00:00,2023-02-03 09:46:05.607867,4.77,Breakdown,1.9,10368.78
DT000602,Machine-13,Ahmedabad Plant 2,2023-02-06 05:00:00,2023-02-06 08:09:43.448481,3.16,Raw Material Shortage,1.1,35735.96
DT000603,Machine-12,Ahmedabad Plant 1,2023-02-07 11:00:00,2023-02-07 18:30:08.464595,7.5,Operator Error,1.03,9106.73
DT000604,Machine-16,Rajkot Plant,2023-02-07 06:00:00,2023-02-07 10:17:57.949655,4.3,Breakdown,1.48,6607.3
DT000605,Machine-20,Rajkot Plant,2023-02-08 15:00:00,2023-02-08 22:24:43.784308,7.41,Cleaning,2.85,43268.58
DT000606,Machine-17,Ahmedabad Plant 2,2023-02-08 19:00:00,2023-02-08 21:36:14.029446,2.6,Cleaning,0.81,31662.25
DT000607,Machine-13,Rajkot Plant,2023-02-09 09:00:00,2023-02-09 11:36:40.866961,2.61,Cleaning,1.0,33858.71
DT000608,Machine-4,Rajkot Plant,2023-02-10 19:00:00,2023-02-11 01:07:40.216324,6.13,Power Failure,1.82,19399.73
DT000609,Machine-25,Rajkot Plant,2023-02-11 03:00:00,2023-02-11 07:20:38.066122,4.34,Power Failure,2.0,7334.98
DT000610,Machine-11,Rajkot Plant,2023-02-12 18:00:00,2023-02-12 21:49:42.970656,3.83,Operator Error,2.0,10826.82
DT000611,Machine-18,Ahmedabad Plant 2,2023-02-12 06:00:00,2023-02-12 09:51:58.579106,3.87,Operator Error,1.37,44054.82
DT000612,Machine-18,Ahmedabad Plant 1,2023-02-12 06:00:00,2023-02-12 10:10:13.422318,4.17,Cleaning,1.57,15974.67
DT000613,Machine-12,Rajkot Plant,2023-02-14 17:00:00,2023-02-15 00:40:51.715039,7.68,Power Failure,2.9,21503.97
DT000614,Machine-5,Rajkot Plant,2023-02-15 23:00:00,2023-02-16 06:28:04.085886,7.47,Operator Error,2.05,40147.12
DT000615,Machine-20,Rajkot Plant,2023-02-15 11:00:00,2023-02-15 12:10:25.855244,1.17,Power Failure,0.55,28133.49
DT000616,Machine-4,Ahmedabad Plant 1,2023-02-15 04:00:00,2023-02-15 05:04:09.520678,1.07,Power Failure,2.73,41906.86
DT000617,Machine-12,Ahmedabad Plant 2,2023-02-16 16:00:00,2023-02-16 21:51:40.498499,5.86,Scheduled Maintenance,0.58,25625.05
DT000618,Machine-16,Rajkot Plant,2023-02-16 18:00:00,2023-02-16 19:05:08.455394,1.09,Scheduled Maintenance,2.82,32567.84
DT000619,Machine-24,Ahmedabad Plant 1,2023-02-17 17:00:00,2023-02-17 18:40:26.371372,1.67,Operator Error,1.9,10333.98
DT000620,Machine-21,Rajkot Plant,2023-02-17 18:00:00,2023-02-17 19:35:33.272290,1.59,Scheduled Maintenance,0.7,44227.82
DT000621,Machine-2,Ahmedabad Plant 1,2023-02-18 18:00:00,2023-02-18 22:35:33.374137,4.59,Operator Error,1.32,5030.5
DT000622,Machine-15,Rajkot Plant,2023-02-21 01:00:00,2023-02-21 05:02:24.674354,4.04,Breakdown,1.78,20145.48
DT000623,Machine-9,Rajkot Plant,2023-02-21 18:00:00,2023-02-21 22:07:56.769034,4.13,Operator Error,0.75,46492.77
DT000624,Machine-17,Ahmedabad Plant 1,2023-02-22 02:00:00,2023-02-22 04:26:15.195374,2.44,Scheduled Maintenance,2.87,27179.55
DT000625,Machine-1,Ahmedabad Plant 2,2023-02-24 21:00:00,2023-02-25 03:55:31.573889,6.93,Cleaning,1.94,42998.71
DT000626,Machine-8,Ahmedabad Plant 2,2023-02-24 15:00:00,2023-02-24 15:34:33.734767,0.58,Raw Material Shortage,0.97,20925.72
DT000627,Machine-7,Rajkot Plant,2023-02-24 07:00:00,2023-02-24 09:43:15.613757,2.72,Cleaning,2.87,22760.18
DT000628,Machine-9,Ahmedabad Plant 1,2023-02-25 03:00:00,2023-02-25 10:47:27.045145,7.79,Operator Error,2.13,42599.8
DT000629,Machine-13,Ahmedabad Plant 1,2023-02-25 20:00:00,2023-02-25 23:27:14.093984,3.45,Operator Error,0.98,7270.59
DT000630,Machine-10,Ahmedabad Plant 1,2023-02-25 16:00:00,2023-02-25 21:25:22.937854,5.42,Cleaning,2.93,10321.57
DT000631,Machine-1,Ahmedabad Plant 1,2023-02-26 05:00:00,2023-02-26 11:17:17.363879,6.29,Breakdown,1.41,49705.83
DT000632,Machine-10,Ahmedabad Plant 1,2023-02-27 09:00:00,2023-02-27 16:01:30.978951,7.03,Operator Error,1.08,39459.04
DT000633,Machine-8,Ahmedabad Plant 2,2023-02-27 03:00:00,2023-02-27 09:00:24.206302,6.01,Breakdown,2.41,8727.03
DT000634,Machine-16,Ahmedabad Plant 2,2023-02-28 22:00:00,2023-03-01 04:34:14.243523,6.57,Cleaning,1.15,31569.02
DT000635,Machine-4,Ahmedabad Plant 1,2023-02-28 07:00:00,2023-02-28 08:21:55.879972,1.37,Cleaning,1.9,45788.8
DT000636,Machine-3,Ahmedabad Plant 1,2023-02-28 10:00:00,2023-02-28 11:49:43.730434,1.83,Raw Material Shortage,2.64,24595.04
DT000637,Machine-4,Rajkot Plant,2023-03-01 11:00:00,2023-03-01 13:55:02.933132,2.92,Cleaning,0.64,28782.97
DT000638,Machine-1,Ahmedabad Plant 2,2023-03-01 07:00:00,2023-03-01 08:59:58.331677,2.0,Raw Material Shortage,2.85,15716.4
DT000639,Machine-25,Ahmedabad Plant 1,2023-03-01 19:00:00,2023-03-01 23:54:03.211314,4.9,Breakdown,1.9,20157.0
DT000640,Machine-9,Ahmedabad Plant 1,2023-03-02 17:00:00,2023-03-02 23:53:25.737881,6.89,Cleaning,0.96,41767.65
DT000641,Machine-13,Ahmedabad Plant 1,2023-03-03 23:00:00,2023-03-04 01:03:21.933693,2.06,Cleaning,0.6,47473.32
DT000642,Machine-17,Rajkot Plant,2023-03-03 02:00:00,2023-03-03 07:16:47.057018,5.28,Power Failure,2.08,16927.04
DT000643,Machine-4,Ahmedabad Plant 1,2023-03-04 12:00:00,2023-03-04 13:32:37.597638,1.54,Power Failure,2.27,28343.26
DT000644,Machine-13,Rajkot Plant,2023-03-04 01:00:00,2023-03-04 03:53:03.547987,2.88,Breakdown,1.29,45016.56
DT000645,Machine-22,Ahmedabad Plant 1,2023-03-04 19:00:00,2023-03-05 02:10:21.034056,7.17,Raw Material Shortage,1.19,40736.86
DT000646,Machine-10,Ahmedabad Plant 1,2023-03-05 21:00:00,2023-03-05 23:12:00.401868,2.2,Power Failure,2.52,10682.76
DT000647,Machine-22,Ahmedabad Plant 2,2023-03-05 15:00:00,2023-03-05 21:11:10.185410,6.19,Raw Material Shortage,1.89,10292.88
DT000648,Machine-25,Ahmedabad Plant 1,2023-03-06 05:00:00,2023-03-06 10:07:05.341503,5.12,Operator Error,0.98,13735.39
DT000649,Machine-23,Ahmedabad Plant 2,2023-03-07 17:00:00,2023-03-07 20:51:18.392018,3.86,Scheduled Maintenance,2.91,45150.39
DT000650,Machine-19,Ahmedabad Plant 2,2023-03-08 13:00:00,2023-03-08 19:41:55.016147,6.7,Operator Error,2.63,27377.99
DT000651,Machine-9,Ahmedabad Plant 2,2023-03-08 21:00:00,2023-03-09 00:18:37.502893,3.31,Scheduled Maintenance,2.71,8639.23
DT000652,Machine-21,Rajkot Plant,2023-03-09 12:00:00,2023-03-09 19:58:14.561824,7.97,Raw Material Shortage,1.88,29320.75
DT000653,Machine-7,Ahmedabad Plant 2,2023-03-10 20:00:00,2023-03-10 22:41:22.567728,2.69,Operator Error,0.93,35613.21
DT000654,Machine-5,Rajkot Plant,2023-03-10 03:00:00,2023-03-10 06:12:46.220245,3.21,Scheduled Maintenance,1.26,12305.41
DT000655,Machine-22,Ahmedabad Plant 1,2023-03-12 06:00:00,2023-03-12 10:30:48.493286,4.51,Scheduled Maintenance,1.97,24938.0
DT000656,Machine-6,Rajkot Plant,2023-03-12 10:00:00,2023-03-12 10:35:24.920265,0.59,Cleaning,1.73,17238.37
DT000657,Machine-11,Ahmedabad Plant 2,2023-03-12 02:00:00,2023-03-12 03:32:23.337079,1.54,Breakdown,1.94,35205.55
DT000658,Machine-24,Ahmedabad Plant 1,2023-03-13 17:00:00,2023-03-13 21:23:26.763028,4.39,Scheduled Maintenance,2.04,32295.04
DT000659,Machine-8,Ahmedabad Plant 2,2023-03-13 04:00:00,2023-03-13 05:25:54.484574,1.43,Breakdown,1.04,5426.86
DT000660,Machine-22,Rajkot Plant,2023-03-13 19:00:00,2023-03-14 02:51:51.383029,7.86,Operator Error,1.03,41661.7
DT000661,Machine-9,Ahmedabad Plant 2,2023-03-14 12:00:00,2023-03-14 18:21:33.336128,6.36,Raw Material Shortage,2.26,25238.67
DT000662,Machine-2,Ahmedabad Plant 1,2023-03-15 10:00:00,2023-03-15 14:52:44.382851,4.88,Scheduled Maintenance,0.97,9774.57
DT000663,Machine-17,Ahmedabad Plant 2,2023-03-15 02:00:00,2023-03-15 05:08:17.560287,3.14,Scheduled Maintenance,2.56,30381.18
DT000664,Machine-21,Ahmedabad Plant 2,2023-03-15 14:00:00,2023-03-15 20:13:44.273165,6.23,Breakdown,2.73,30224.14
DT000665,Machine-22,Rajkot Plant,2023-03-17 10:00:00,2023-03-17 13:15:16.596062,3.25,Cleaning,2.64,15333.36
DT000666,Machine-15,Rajkot Plant,2023-03-17 15:00:00,2023-03-17 15:41:08.664629,0.69,Scheduled Maintenance,0.63,31200.68
DT000667,Machine-21,Rajkot Plant,2023-03-18 06:00:00,2023-03-18 13:11:33.108119,7.19,Cleaning,1.91,23413.73
DT000668,Machine-19,Rajkot Plant,2023-03-18 13:00:00,2023-03-18 17:49:40.852055,4.83,Scheduled Maintenance,2.18,39132.47
DT000669,Machine-11,Rajkot Plant,2023-03-19 02:00:00,2023-03-19 05:06:17.176985,3.1,Cleaning,1.47,6063.79
DT000670,Machine-5,Ahmedabad Plant 1,2023-03-19 02:00:00,2023-03-19 07:22:19.949555,5.37,Power Failure,2.44,27990.74
DT000671,Machine-10,Ahmedabad Plant 2,2023-03-19 12:00:00,2023-03-19 15:19:26.858645,3.32,Power Failure,1.33,34026.72
DT000672,Machine-16,Ahmedabad Plant 2,2023-03-20 04:00:00,2023-03-20 06:58:50.242042,2.98,Scheduled Maintenance,2.0,46713.52
DT000673,Machine-22,Rajkot Plant,2023-03-20 06:00:00,2023-03-20 08:58:46.637038,2.98,Raw Material Shortage,0.67,44330.5
DT000674,Machine-14,Ahmedabad Plant 2,2023-03-20 09:00:00,2023-03-20 11:33:05.891523,2.55,Operator Error,2.97,42805.49
DT000675,Machine-23,Ahmedabad Plant 2,2023-03-21 09:00:00,2023-03-21 12:42:06.187352,3.7,Power Failure,2.07,17489.27
DT000676,Machine-15,Ahmedabad Plant 2,2023-03-23 22:00:00,2023-03-23 23:07:52.620202,1.13,Breakdown,1.81,24110.19
DT000677,Machine-15,Ahmedabad Plant 1,2023-03-23 00:00:00,2023-03-23 07:46:27.787925,7.77,Power Failure,1.99,38621.63
DT000678,Machine-4,Rajkot Plant,2023-03-24 06:00:00,2023-03-24 07:30:51.586306,1.51,Scheduled Maintenance,2.31,7534.94
DT000679,Machine-9,Ahmedabad Plant 1,2023-03-24 07:00:00,2023-03-24 12:05:52.593213,5.1,Breakdown,2.6,26737.93
DT000680,Machine-18,Ahmedabad Plant 1,2023-03-24 20:00:00,2023-03-24 22:06:47.216768,2.11,Breakdown,1.61,42850.45
DT000681,Machine-21,Ahmedabad Plant 1,2023-03-25 00:00:00,2023-03-25 05:51:28.600356,5.86,Raw Material Shortage,2.01,36222.6
DT000682,Machine-5,Ahmedabad Plant 2,2023-03-27 12:00:00,2023-03-27 18:45:23.296434,6.76,Power Failure,0.88,42886.58
DT000683,Machine-14,Ahmedabad Plant 2,2023-03-27 00:00:00,2023-03-27 06:32:57.846506,6.55,Cleaning,1.69,23129.6
DT000684,Machine-7,Ahmedabad Plant 2,2023-03-27 00:00:00,2023-03-27 07:29:39.080905,7.49,Operator Error,2.55,49489.97
DT000685,Machine-24,Ahmedabad Plant 2,2023-03-28 00:00:00,2023-03-28 05:18:47.349195,5.31,Operator Error,0.58,11924.83
DT000686,Machine-6,Ahmedabad Plant 1,2023-03-28 14:00:00,2023-03-28 20:39:08.468908,6.65,Power Failure,2.1,13912.13
DT000687,Machine-8,Rajkot Plant,2023-03-29 05:00:00,2023-03-29 05:35:22.344559,0.59,Scheduled Maintenance,1.16,11190.35
DT000688,Machine-4,Ahmedabad Plant 1,2023-03-29 04:00:00,2023-03-29 11:04:18.235463,7.07,Raw Material Shortage,2.71,42905.03
DT000689,Machine-25,Ahmedabad Plant 2,2023-03-29 05:00:00,2023-03-29 06:12:34.380592,1.21,Power Failure,0.84,11098.44
DT000690,Machine-6,Ahmedabad Plant 2,2023-03-30 15:00:00,2023-03-30 17:26:17.238866,2.44,Scheduled Maintenance,0.68,49170.44
DT000691,Machine-25,Rajkot Plant,2023-03-31 01:00:00,2023-03-31 07:54:49.209307,6.91,Operator Error,0.67,11465.33
DT000692,Machine-9,Ahmedabad Plant 2,2023-03-31 13:00:00,2023-03-31 15:28:02.559866,2.47,Raw Material Shortage,2.44,37134.41
DT000693,Machine-13,Ahmedabad Plant 2,2023-03-31 02:00:00,2023-03-31 07:13:43.523561,5.23,Breakdown,2.78,6632.92
DT000694,Machine-8,Ahmedabad Plant 2,2023-04-01 08:00:00,2023-04-01 09:42:34.806075,1.71,Raw Material Shortage,0.97,7684.15
DT000695,Machine-20,Rajkot Plant,2023-04-01 19:00:00,2023-04-02 00:08:13.766385,5.14,Power Failure,1.02,26718.64
DT000696,Machine-3,Rajkot Plant,2023-04-03 15:00:00,2023-04-03 20:38:26.713268,5.64,Scheduled Maintenance,1.99,18056.01
DT000697,Machine-16,Rajkot Plant,2023-04-03 17:00:00,2023-04-03 20:36:22.767217,3.61,Scheduled Maintenance,1.35,43360.83
DT000698,Machine-2,Rajkot Plant,2023-04-04 14:00:00,2023-04-04 17:38:58.171620,3.65,Raw Material Shortage,0.65,32871.14
DT000699,Machine-7,Ahmedabad Plant 1,2023-04-04 12:00:00,2023-04-04 13:58:57.406116,1.98,Operator Error,1.35,19746.45
DT000700,Machine-5,Ahmedabad Plant 1,2023-04-04 23:00:00,2023-04-05 00:02:35.452559,1.04,Raw Material Shortage,2.88,29617.92
DT000701,Machine-7,Ahmedabad Plant 2,2023-04-05 04:00:00,2023-04-05 05:40:18.746781,1.67,Scheduled Maintenance,1.89,25320.89
DT000702,Machine-24,Ahmedabad Plant 1,2023-04-06 04:00:00,2023-04-06 07:05:11.454540,3.09,Cleaning,1.68,35132.87
DT000703,Machine-23,Ahmedabad Plant 2,2023-04-06 22:00:00,2023-04-06 23:59:47.100186,2.0,Power Failure,1.84,41584.55
DT000704,Machine-8,Ahmedabad Plant 1,2023-04-07 22:00:00,2023-04-08 00:10:07.271366,2.17,Power Failure,1.79,48458.01
DT000705,Machine-17,Rajkot Plant,2023-04-07 00:00:00,2023-04-07 06:30:13.661060,6.5,Raw Material Shortage,1.98,38710.11
DT000706,Machine-17,Ahmedabad Plant 1,2023-04-08 04:00:00,2023-04-08 08:26:32.041487,4.44,Scheduled Maintenance,2.97,12613.09
DT000707,Machine-25,Ahmedabad Plant 1,2023-04-09 17:00:00,2023-04-09 22:53:48.645090,5.9,Cleaning,0.51,10656.28
DT000708,Machine-18,Rajkot Plant,2023-04-09 12:00:00,2023-04-09 17:54:48.929233,5.91,Cleaning,2.4,6772.9
DT000709,Machine-16,Ahmedabad Plant 1,2023-04-09 05:00:00,2023-04-09 08:00:14.174464,3.0,Operator Error,0.8,45056.48
DT000710,Machine-21,Ahmedabad Plant 2,2023-04-10 21:00:00,2023-04-11 00:54:14.829406,3.9,Scheduled Maintenance,1.61,42074.07
DT000711,Machine-6,Ahmedabad Plant 1,2023-04-10 23:00:00,2023-04-11 04:42:54.960680,5.72,Cleaning,2.81,47239.68
DT000712,Machine-8,Ahmedabad Plant 2,2023-04-10 23:00:00,2023-04-11 01:50:56.240289,2.85,Scheduled Maintenance,2.12,29380.52
DT000713,Machine-18,Ahmedabad Plant 1,2023-04-12 01:00:00,2023-04-12 05:58:06.981950,4.97,Cleaning,2.06,7700.86
DT000714,Machine-24,Rajkot Plant,2023-04-12 02:00:00,2023-04-12 09:12:46.778468,7.21,Raw Material Shortage,0.85,24099.45
DT000715,Machine-21,Rajkot Plant,2023-04-12 08:00:00,2023-04-12 10:41:26.133982,2.69,Breakdown,1.88,48266.98
DT000716,Machine-10,Rajkot Plant,2023-04-13 08:00:00,2023-04-13 11:35:35.464991,3.59,Operator Error,2.01,11351.46
DT000717,Machine-18,Rajkot Plant,2023-04-13 19:00:00,2023-04-13 22:58:21.498982,3.97,Scheduled Maintenance,2.79,46958.59
DT000718,Machine-24,Rajkot Plant,2023-04-13 12:00:00,2023-04-13 16:35:53.600801,4.6,Operator Error,2.42,5144.8
DT000719,Machine-10,Rajkot Plant,2023-04-14 20:00:00,2023-04-15 00:29:10.647316,4.49,Cleaning,2.33,19844.03
DT000720,Machine-14,Ahmedabad Plant 1,2023-04-15 05:00:00,2023-04-15 12:15:31.208793,7.26,Cleaning,2.45,39636.38
DT000721,Machine-24,Ahmedabad Plant 1,2023-04-15 11:00:00,2023-04-15 11:39:33.308099,0.66,Power Failure,0.96,37112.3
DT000722,Machine-13,Ahmedabad Plant 2,2023-04-18 11:00:00,2023-04-18 15:42:46.462172,4.71,Raw Material Shortage,1.95,5666.46
DT000723,Machine-4,Ahmedabad Plant 1,2023-04-18 13:00:00,2023-04-18 16:48:55.458128,3.82,Operator Error,2.47,34860.12
DT000724,Machine-17,Ahmedabad Plant 1,2023-04-19 16:00:00,2023-04-19 20:47:35.559065,4.79,Power Failure,2.24,43294.27
DT000725,Machine-2,Rajkot Plant,2023-04-20 18:00:00,2023-04-21 00:52:17.337358,6.87,Scheduled Maintenance,1.64,18850.79
DT000726,Machine-20,Ahmedabad Plant 2,2023-04-20 12:00:00,2023-04-20 15:14:52.213239,3.25,Power Failure,1.8,9021.51
DT000727,Machine-12,Rajkot Plant,2023-04-20 08:00:00,2023-04-20 12:55:56.786541,4.93,Raw Material Shortage,1.63,39151.95
DT000728,Machine-11,Ahmedabad Plant 1,2023-04-21 06:00:00,2023-04-21 08:33:16.421118,2.55,Power Failure,0.67,45255.64
DT000729,Machine-3,Ahmedabad Plant 2,2023-04-22 13:00:00,2023-04-22 14:00:38.076105,1.01,Operator Error,2.82,27387.22
DT000730,Machine-17,Ahmedabad Plant 1,2023-04-23 12:00:00,2023-04-23 12:55:19.659261,0.92,Cleaning,0.81,28982.91
DT000731,Machine-14,Ahmedabad Plant 1,2023-04-25 20:00:00,2023-04-25 20:37:06.254649,0.62,Power Failure,2.79,40831.93
DT000732,Machine-14,Ahmedabad Plant 2,2023-04-25 01:00:00,2023-04-25 05:17:02.898095,4.28,Operator Error,2.82,16688.74
DT000733,Machine-13,Ahmedabad Plant 1,2023-04-27 20:00:00,2023-04-28 02:54:02.074230,6.9,Breakdown,2.51,31181.88
DT000734,Machine-4,Rajkot Plant,2023-04-28 10:00:00,2023-04-28 12:53:28.739371,2.89,Raw Material Shortage,1.9,48074.85
DT000735,Machine-11,Rajkot Plant,2023-04-28 07:00:00,2023-04-28 08:08:03.499656,1.13,Breakdown,1.0,33975.15
DT000736,Machine-7,Rajkot Plant,2023-04-28 15:00:00,2023-04-28 20:35:17.497405,5.59,Breakdown,0.91,41283.19
DT000737,Machine-6,Rajkot Plant,2023-04-29 09:00:00,2023-04-29 16:27:49.035557,7.46,Scheduled Maintenance,0.7,48841.25
DT000738,Machine-14,Ahmedabad Plant 2,2023-05-02 15:00:00,2023-05-02 17:36:32.732344,2.61,Operator Error,1.27,7020.49
DT000739,Machine-9,Ahmedabad Plant 2,2023-05-02 20:00:00,2023-05-03 00:13:49.985917,4.23,Operator Error,2.89,12244.31
DT000740,Machine-17,Ahmedabad Plant 1,2023-05-03 13:00:00,2023-05-03 17:49:35.267093,4.83,Operator Error,1.19,5838.8
DT000741,Machine-2,Rajkot Plant,2023-05-04 07:00:00,2023-05-04 14:54:12.911862,7.9,Operator Error,2.29,38095.85
DT000742,Machine-19,Rajkot Plant,2023-05-04 01:00:00,2023-05-04 06:28:19.883653,5.47,Power Failure,0.86,14301.25
DT000743,Machine-7,Ahmedabad Plant 1,2023-05-04 05:00:00,2023-05-04 08:23:33.026202,3.39,Raw Material Shortage,2.99,35265.84
DT000744,Machine-9,Ahmedabad Plant 2,2023-05-05 03:00:00,2023-05-05 06:49:04.266224,3.82,Power Failure,1.71,46499.25
DT000745,Machine-12,Ahmedabad Plant 1,2023-05-06 02:00:00,2023-05-06 03:58:23.747588,1.97,Breakdown,1.3,21689.33
DT000746,Machine-12,Ahmedabad Plant 2,2023-05-06 22:00:00,2023-05-07 05:13:55.988414,7.23,Power Failure,2.44,31585.34
DT000747,Machine-19,Rajkot Plant,2023-05-06 03:00:00,2023-05-06 05:51:37.636365,2.86,Raw Material Shortage,1.01,19884.0
DT000748,Machine-16,Ahmedabad Plant 2,2023-05-07 10:00:00,2023-05-07 17:28:15.217122,7.47,Raw Material Shortage,2.78,23987.97
DT000749,Machine-14,Ahmedabad Plant 2,2023-05-07 02:00:00,2023-05-07 04:56:29.361266,2.94,Cleaning,2.71,25080.39
DT000750,Machine-2,Ahmedabad Plant 2,2023-05-07 16:00:00,2023-05-07 16:47:24.894292,0.79,Breakdown,1.36,32328.28
DT000751,Machine-4,Rajkot Plant,2023-05-12 04:00:00,2023-05-12 11:35:03.941611,7.58,Operator Error,1.56,15805.62
DT000752,Machine-7,Ahmedabad Plant 2,2023-05-12 05:00:00,2023-05-12 08:23:01.446017,3.38,Operator Error,0.64,45447.68
DT000753,Machine-7,Ahmedabad Plant 2,2023-05-12 13:00:00,2023-05-12 13:45:02.419000,0.75,Breakdown,0.5,32636.0
DT000754,Machine-19,Ahmedabad Plant 1,2023-05-13 17:00:00,2023-05-13 18:39:17.786099,1.65,Scheduled Maintenance,1.24,27094.28
DT000755,Machine-9,Rajkot Plant,2023-05-13 20:00:00,2023-05-14 02:26:27.162101,6.44,Operator Error,1.47,48069.83
DT000756,Machine-2,Ahmedabad Plant 2,2023-05-13 19:00:00,2023-05-13 22:53:56.312156,3.9,Power Failure,2.8,25354.86
DT000757,Machine-14,Ahmedabad Plant 2,2023-05-14 05:00:00,2023-05-14 09:22:16.029635,4.37,Raw Material Shortage,2.9,35370.56
DT000758,Machine-12,Ahmedabad Plant 2,2023-05-14 08:00:00,2023-05-14 09:37:13.048831,1.62,Scheduled Maintenance,2.0,15134.97
DT000759,Machine-14,Rajkot Plant,2023-05-15 22:00:00,2023-05-16 00:49:21.021009,2.82,Operator Error,2.6,35696.53
DT000760,Machine-22,Ahmedabad Plant 1,2023-05-17 16:00:00,2023-05-17 18:39:05.726707,2.65,Power Failure,0.51,28903.16
DT000761,Machine-12,Ahmedabad Plant 2,2023-05-17 01:00:00,2023-05-17 03:22:34.623679,2.38,Scheduled Maintenance,0.57,7847.66
DT000762,Machine-8,Ahmedabad Plant 1,2023-05-18 15:00:00,2023-05-18 20:32:57.754394,5.55,Power Failure,1.54,16811.49
DT000763,Machine-23,Rajkot Plant,2023-05-19 01:00:00,2023-05-19 08:05:51.906268,7.1,Power Failure,2.56,25978.52
DT000764,Machine-23,Ahmedabad Plant 1,2023-05-19 12:00:00,2023-05-19 14:34:00.861086,2.57,Power Failure,1.77,38881.72
DT000765,Machine-17,Ahmedabad Plant 2,2023-05-20 20:00:00,2023-05-20 20:34:50.092989,0.58,Raw Material Shortage,2.03,36955.74
DT000766,Machine-7,Ahmedabad Plant 2,2023-05-21 05:00:00,2023-05-21 11:37:33.479499,6.63,Breakdown,1.04,14154.7
DT000767,Machine-17,Rajkot Plant,2023-05-21 04:00:00,2023-05-21 06:07:04.613873,2.12,Breakdown,2.83,11343.95
DT000768,Machine-20,Ahmedabad Plant 2,2023-05-21 21:00:00,2023-05-22 03:14:05.413120,6.23,Cleaning,2.97,47582.86
DT000769,Machine-8,Ahmedabad Plant 2,2023-05-23 03:00:00,2023-05-23 06:34:27.075714,3.57,Raw Material Shortage,2.6,35156.34
DT000770,Machine-22,Ahmedabad Plant 2,2023-05-23 19:00:00,2023-05-24 02:00:48.506367,7.01,Raw Material Shortage,0.9,39422.16
DT000771,Machine-24,Rajkot Plant,2023-05-23 19:00:00,2023-05-23 23:53:57.041456,4.9,Power Failure,1.85,37800.5
DT000772,Machine-13,Rajkot Plant,2023-05-24 10:00:00,2023-05-24 12:32:52.630550,2.55,Power Failure,0.69,27595.44
DT000773,Machine-10,Ahmedabad Plant 2,2023-05-26 18:00:00,2023-05-26 20:45:57.610671,2.77,Power Failure,1.14,49933.51
DT000774,Machine-9,Rajkot Plant,2023-05-27 07:00:00,2023-05-27 08:59:02.241859,1.98,Raw Material Shortage,1.09,20024.72
