shipment_id,order_id,destination_country,shipping_method,departure_date,arrival_date,transit_days,customs_cleared,shipping_cost_inr,container_number
SHIP0000941,ORD00001014,Malaysia,Road Transport,2022-01-25,2022-02-01,7,Yes,241452.1,CONT917973
SHIP0000942,ORD00001015,Malaysia,Road Transport,2023-05-10,2023-05-19,9,Pending,115497.63,CONT256580
SHIP0000943,ORD00001016,Malaysia,Sea Freight,2023-06-14,2023-06-19,5,Pending,72037.89,CONT133272
SHIP0000944,ORD00001017,Malaysia,Road Transport,2022-03-28,2022-04-07,10,Yes,127292.9,CONT420878
SHIP0000945,ORD00001018,Malaysia,Air Cargo,2023-12-16,2023-12-27,11,Yes,291508.29,CONT676303
SHIP0000946,ORD00001019,Malaysia,Road Transport,2022-09-16,2022-09-24,8,Yes,158634.37,CONT361784
SHIP0000947,ORD00001020,Malaysia,Air Cargo,2022-09-02,2022-09-10,8,Yes,189994.62,CONT894498
SHIP0000948,ORD00001021,Malaysia,Sea Freight,2023-01-29,2023-02-08,10,Yes,240575.62,CONT191088
SHIP0000949,ORD00001022,Malaysia,Air Cargo,2023-06-05,2023-06-14,9,No,189632.07,CONT403478
SHIP0000950,ORD00001023,Malaysia,Air Cargo,2023-12-18,2023-12-26,8,Yes,214211.93,CONT310528
SHIP0000951,ORD00001024,Malaysia,Sea Freight,2023-07-02,2023-07-10,8,Yes,270087.22,CONT245568
SHIP0000952,ORD00001025,Malaysia,Sea Freight,2022-03-13,2022-03-21,8,Yes,143240.41,CONT333835
SHIP0000953,ORD00001026,Malaysia,Road Transport,2023-06-12,2023-06-24,12,Yes,77869.81,CONT984982
SHIP0000954,ORD00001027,Malaysia,Road Transport,2022-05-17,2022-05-28,11,Yes,73615.54,CONT789180
SHIP0000955,ORD00001028,Malaysia,Road Transport,2024-12-12,2024-12-24,12,Pending,245661.7,CONT463785
SHIP0000956,ORD00001029,UAE,Road Transport,2022-07-27,2022-08-04,8,Pending,213730.42,CONT763627
SHIP0000957,ORD00001030,UAE,Air Cargo,2024-10-06,2024-10-14,8,Yes,191618.99,CONT507099
SHIP0000958,ORD00001031,UAE,Road Transport,2024-02-23,2024-02-28,5,Yes,282499.43,CONT259333
SHIP0000959,ORD00001032,UAE,Air Cargo,2023-08-22,2023-08-25,3,Yes,206710.99,CONT325284
SHIP0000960,ORD00001033,UAE,Sea Freight,2022-02-12,2022-02-20,8,Yes,61920.39,CONT561993
SHIP0000961,ORD00001034,UAE,Road Transport,2022-02-13,2022-02-20,7,Pending,167163.13,CONT142005
SHIP0000962,ORD00001035,UAE,Road Transport,2024-11-26,2024-12-02,6,Pending,103722.56,CONT127512
SHIP0000963,ORD00001036,UAE,Road Transport,2024-08-17,2024-08-25,8,Yes,205325.15,CONT189815
SHIP0000964,ORD00001037,UAE,Road Transport,2022-08-30,2022-09-04,5,No,96923.2,CONT120688
SHIP0000965,ORD00001038,UAE,Air Cargo,2023-08-04,2023-08-11,7,No,211246.79,CONT632725
SHIP0000966,ORD00001039,UAE,Air Cargo,2021-12-24,2021-12-30,6,Yes,270832.37,CONT533655
SHIP0000967,ORD00001040,UAE,Air Cargo,2022-12-27,2022-12-30,3,Yes,69291.72,CONT880283
SHIP0000968,ORD00001041,UAE,Air Cargo,2022-07-07,2022-07-14,7,Yes,114743.72,CONT404324
SHIP0000969,ORD00001042,UAE,Air Cargo,2024-01-08,2024-01-16,8,Yes,218373.66,CONT269006
SHIP0000970,ORD00001043,UAE,Sea Freight,2024-04-30,2024-05-04,4,Yes,227803.72,CONT156020
SHIP0000971,ORD00001044,UAE,Air Cargo,2022-04-30,2022-05-05,5,Yes,196699.15,CONT209746
SHIP0000972,ORD00001045,UAE,Road Transport,2023-05-22,2023-05-25,3,Yes,84773.88,CONT846964
SHIP0000973,ORD00001046,UAE,Sea Freight,2024-07-01,2024-07-05,4,Yes,110658.56,CONT369379
SHIP0000974,ORD00001047,UAE,Road Transport,2022-12-03,2022-12-07,4,Yes,276837.52,CONT357939
SHIP0000975,ORD00001048,UAE,Road Transport,2024-01-08,2024-01-14,6,Yes,254807.79,CONT552058
SHIP0000976,ORD00001049,UAE,Sea Freight,2024-02-02,2024-02-06,4,Yes,287505.69,CONT185258
SHIP0000977,ORD00001050,UAE,Road Transport,2024-07-08,2024-07-16,8,Yes,152268.74,CONT773341
SHIP0000978,ORD00001051,UAE,Air Cargo,2023-11-23,2023-11-27,4,Yes,159890.15,CONT446685
SHIP0000979,ORD00001052,UAE,Air Cargo,2024-04-01,2024-04-04,3,Yes,114716.26,CONT246346
SHIP0000980,ORD00001053,UAE,Road Transport,2023-08-03,2023-08-10,7,Yes,181132.77,CONT349127
SHIP0000981,ORD00001054,UAE,Sea Freight,2023-04-07,2023-04-14,7,Pending,257462.72,CONT415173
SHIP0000982,ORD00001055,UAE,Air Cargo,2022-07-07,2022-07-14,7,No,111920.22,CONT759103
SHIP0000983,ORD00001056,UAE,Air Cargo,2022-11-11,2022-11-15,4,Yes,85159.33,CONT801307
SHIP0000984,ORD00001057,UAE,Sea Freight,2023-01-29,2023-02-05,7,Yes,237632.67,CONT416180
SHIP0000985,ORD00001058,UAE,Air Cargo,2023-10-10,2023-10-17,7,No,223349.73,CONT645746
SHIP0000986,ORD00001059,Singapore,Road Transport,2022-11-13,2022-11-18,5,Yes,257305.14,CONT843116
SHIP0000987,ORD00001060,Singapore,Road Transport,2022-08-25,2022-09-02,8,Yes,237884.53,CONT425291
SHIP0000988,ORD00001061,Singapore,Road Transport,2022-04-28,2022-05-09,11,Yes,154824.19,CONT103702
SHIP0000989,ORD00001062,Singapore,Road Transport,2024-09-08,2024-09-16,8,No,89198.8,CONT881789
SHIP0000990,ORD00001063,Singapore,Road Transport,2024-04-18,2024-04-24,6,Yes,228630.35,CONT901934
SHIP0000991,ORD00001064,Singapore,Sea Freight,2024-03-08,2024-03-15,7,Yes,269600.59,CONT146782
SHIP0000992,ORD00001065,Singapore,Road Transport,2022-11-07,2022-11-16,9,Yes,88201.73,CONT220470
SHIP0000993,ORD00001066,Singapore,Sea Freight,2022-04-15,2022-04-21,6,Pending,179666.2,CONT314870
SHIP0000994,ORD00001067,Singapore,Sea Freight,2024-04-15,2024-04-20,5,Pending,132214.68,CONT801514
SHIP0000995,ORD00001068,Singapore,Sea Freight,2023-02-26,2023-03-05,7,Yes,179865.51,CONT658221
SHIP0000996,ORD00001069,Bangladesh,Road Transport,2023-09-16,2023-09-25,9,Yes,57831.8,CONT386210
SHIP0000997,ORD00001070,Bangladesh,Air Cargo,2023-07-25,2023-07-30,5,Yes,138380.81,CONT752711
SHIP0000998,ORD00001071,Bangladesh,Road Transport,2023-06-03,2023-06-09,6,Yes,171056.73,CONT311817
SHIP0000999,ORD00001072,Bangladesh,Air Cargo,2022-09-27,2022-10-05,8,Yes,87717.46,CONT404422
SHIP0001000,ORD00001073,Bangladesh,Air Cargo,2023-10-20,2023-11-01,12,Yes,151872.15,CONT716422
SHIP0001001,ORD00001074,Bangladesh,Air Cargo,2023-04-07,2023-04-17,10,Yes,94005.94,CONT287456
SHIP0001002,ORD00001075,Bangladesh,Road Transport,2022-10-03,2022-10-09,6,Yes,103914.31,CONT949111
SHIP0001003,ORD00001076,Bangladesh,Sea Freight,2023-05-16,2023-05-28,12,Yes,294416.0,CONT489909
SHIP0001004,ORD00001077,Bangladesh,Sea Freight,2023-03-12,2023-03-23,11,Yes,200452.48,CONT180054
SHIP0001005,ORD00001078,Bangladesh,Road Transport,2023-08-21,2023-08-29,8,Yes,147354.05,CONT713232
SHIP0001006,ORD00001079,Bangladesh,Road Transport,2022-07-23,2022-07-29,6,Yes,180319.13,CONT852019
SHIP0001007,ORD00001080,Bangladesh,Air Cargo,2023-12-14,2023-12-24,10,Yes,145766.46,CONT190287
SHIP0001008,ORD00001081,Bangladesh,Sea Freight,2024-03-25,2024-04-03,9,Yes,200459.3,CONT741489
SHIP0001009,ORD00001082,Bangladesh,Road Transport,2024-01-01,2024-01-08,7,Yes,50119.88,CONT561858
SHIP0001010,ORD00001083,Bangladesh,Sea Freight,2023-10-03,2023-10-15,12,Yes,109030.3,CONT370210
SHIP0001011,ORD00001084,Bangladesh,Road Transport,2023-09-02,2023-09-09,7,Yes,297229.76,CONT463320
SHIP0001012,ORD00001085,Bangladesh,Road Transport,2022-06-10,2022-06-21,11,No,78086.02,CONT997053
SHIP0001013,ORD00001086,Bangladesh,Air Cargo,2024-10-17,2024-10-25,8,Yes,69732.55,CONT328033
SHIP0001014,ORD00001087,Bangladesh,Road Transport,2023-07-07,2023-07-14,7,Pending,173291.08,CONT602520
SHIP0001015,ORD00001088,Bangladesh,Sea Freight,2023-10-07,2023-10-15,8,Yes,122707.69,CONT343942
SHIP0001016,ORD00001089,Bangladesh,Sea Freight,2024-05-28,2024-06-09,12,Yes,183447.09,CONT803791
SHIP0001017,ORD00001090,Bangladesh,Road Transport,2023-05-07,2023-05-15,8,No,290181.5,CONT816320
SHIP0001018,ORD00001091,Bangladesh,Air Cargo,2024-11-09,2024-11-20,11,Yes,81541.83,CONT401823
SHIP0001019,ORD00001092,Bangladesh,Air Cargo,2022-04-18,2022-04-27,9,Yes,159993.73,CONT971001
SHIP0001020,ORD00001093,Bangladesh,Air Cargo,2022-09-19,2022-09-28,9,Yes,239702.94,CONT329094
SHIP0001021,ORD00001094,Bangladesh,Road Transport,2022-07-12,2022-07-24,12,Yes,90185.21,CONT244476
SHIP0001022,ORD00001095,Bangladesh,Road Transport,2023-02-12,2023-02-20,8,Yes,228026.0,CONT743528
SHIP0001023,ORD00001096,Bangladesh,Sea Freight,2023-04-21,2023-04-30,9,Pending,150050.16,CONT928181
SHIP0001024,ORD00001097,Bangladesh,Road Transport,2023-07-24,2023-08-04,11,Yes,205201.51,CONT568089
SHIP0001025,ORD00001098,Bangladesh,Road Transport,2022-09-12,2022-09-24,12,Yes,181403.3,CONT483738
SHIP0001026,ORD00001099,Bangladesh,Sea Freight,2024-10-23,2024-10-30,7,Yes,162638.95,CONT810270
SHIP0001027,ORD00001100,Bangladesh,Road Transport,2023-05-22,2023-05-27,5,Yes,169758.64,CONT869792
SHIP0001028,ORD00001101,Bangladesh,Sea Freight,2023-04-16,2023-04-22,6,Yes,86811.37,CONT745691
SHIP0001029,ORD00001102,Bangladesh,Road Transport,2023-02-09,2023-02-14,5,Yes,158545.81,CONT814696
SHIP0001030,ORD00001103,Bangladesh,Sea Freight,2022-03-16,2022-03-22,6,Yes,238268.27,CONT923389
SHIP0001031,ORD00001104,Bangladesh,Road Transport,2023-09-09,2023-09-19,10,Yes,274162.92,CONT409066
SHIP0001032,ORD00001105,Bangladesh,Sea Freight,2022-10-30,2022-11-10,11,Yes,206671.54,CONT486418
SHIP0001033,ORD00001106,Bangladesh,Sea Freight,2022-06-23,2022-06-29,6,Yes,256826.39,CONT600819
SHIP0001034,ORD00001107,Bangladesh,Sea Freight,2022-03-17,2022-03-27,10,Yes,176889.92,CONT918941
SHIP0001035,ORD00001108,Bangladesh,Air Cargo,2024-01-22,2024-01-29,7,Yes,104040.94,CONT227349
SHIP0001036,ORD00001109,Bangladesh,Sea Freight,2022-05-16,2022-05-24,8,Yes,230987.4,CONT605193
SHIP0001037,ORD00001110,Bangladesh,Air Cargo,2023-08-16,2023-08-28,12,Pending,225462.29,CONT483826
SHIP0001038,ORD00001111,Bangladesh,Air Cargo,2022-12-23,2023-01-04,12,Yes,51817.56,CONT767804
SHIP0001039,ORD00001112,Bangladesh,Sea Freight,2022-04-15,2022-04-27,12,Yes,169872.86,CONT119939
SHIP0001040,ORD00001113,Bangladesh,Sea Freight,2022-11-28,2022-12-03,5,Yes,284185.53,CONT803759
SHIP0001041,ORD00001114,Bangladesh,Air Cargo,2022-06-02,2022-06-07,5,Yes,296089.52,CONT177731
SHIP0001042,ORD00001115,Bangladesh,Sea Freight,2024-11-14,2024-11-25,11,Yes,164230.27,CONT425388
SHIP0001043,ORD00001116,Bangladesh,Road Transport,2024-01-04,2024-01-10,6,Yes,230447.05,CONT458161
SHIP0001044,ORD00001117,Bangladesh,Road Transport,2022-10-03,2022-10-11,8,Yes,54410.97,CONT699657
SHIP0001045,ORD00001118,Bangladesh,Air Cargo,2023-06-10,2023-06-21,11,Yes,117021.24,CONT714401
SHIP0001046,ORD00001119,Bangladesh,Air Cargo,2022-12-08,2022-12-14,6,Yes,230441.36,CONT760844
SHIP0001047,ORD00001120,Bangladesh,Road Transport,2022-05-30,2022-06-07,8,No,213249.11,CONT218733
SHIP0001048,ORD00001121,Bangladesh,Air Cargo,2023-05-16,2023-05-22,6,Yes,215141.8,CONT485574
SHIP0001049,ORD00001122,Bangladesh,Sea Freight,2023-07-29,2023-08-03,5,Yes,224123.8,CONT108556
SHIP0001050,ORD00001123,Kuwait,Sea Freight,2022-05-16,2022-05-19,3,Yes,157335.92,CONT682061
SHIP0001051,ORD00001124,Kuwait,Air Cargo,2022-05-27,2022-06-04,8,Pending,284473.39,CONT279371
SHIP0001052,ORD00001125,Kuwait,Road Transport,2023-10-03,2023-10-10,7,Yes,141536.58,CONT213837
SHIP0001053,ORD00001126,Kuwait,Road Transport,2022-04-17,2022-04-24,7,Yes,275521.78,CONT233925
SHIP0001054,ORD00001127,Kuwait,Air Cargo,2023-04-09,2023-04-16,7,Yes,65074.03,CONT638169
SHIP0001055,ORD00001128,Kuwait,Air Cargo,2024-12-16,2024-12-23,7,Yes,262297.43,CONT133186
SHIP0001056,ORD00001129,Kuwait,Road Transport,2023-03-29,2023-04-06,8,Yes,125821.05,CONT892896
SHIP0001057,ORD00001130,Kuwait,Sea Freight,2022-04-13,2022-04-21,8,Yes,214940.27,CONT526528
SHIP0001058,ORD00001131,Kuwait,Road Transport,2022-08-18,2022-08-21,3,Yes,63744.86,CONT165392
SHIP0001059,ORD00001132,Kuwait,Sea Freight,2024-03-02,2024-03-09,7,Yes,70011.69,CONT726553
SHIP0001060,ORD00001133,Kuwait,Sea Freight,2024-09-21,2024-09-28,7,Yes,64247.65,CONT727542
SHIP0001061,ORD00001134,Kuwait,Road Transport,2023-03-18,2023-03-25,7,Yes,171224.92,CONT579854
SHIP0001062,ORD00001135,Kuwait,Sea Freight,2022-07-30,2022-08-05,6,Yes,154047.77,CONT523025
SHIP0001063,ORD00001136,Kuwait,Road Transport,2022-08-17,2022-08-25,8,Yes,129788.68,CONT777278
SHIP0001064,ORD00001137,Kuwait,Road Transport,2022-11-26,2022-12-02,6,Yes,161489.16,CONT333151
SHIP0001065,ORD00001138,Kuwait,Air Cargo,2024-02-12,2024-02-20,8,Yes,128394.97,CONT645266
SHIP0001066,ORD00001139,Kuwait,Road Transport,2023-04-29,2023-05-06,7,Yes,267871.08,CONT265137
SHIP0001067,ORD00001140,Kuwait,Sea Freight,2024-12-10,2024-12-15,5,Yes,190700.85,CONT963151
SHIP0001068,ORD00001141,Kuwait,Road Transport,2024-01-25,2024-02-01,7,Yes,127555.42,CONT413840
SHIP0001069,ORD00001142,Kuwait,Air Cargo,2024-08-13,2024-08-19,6,Yes,163671.6,CONT928678
SHIP0001070,ORD00001143,Kuwait,Air Cargo,2022-09-10,2022-09-15,5,Yes,266788.36,CONT955426
SHIP0001071,ORD00001144,Kuwait,Road Transport,2022-04-16,2022-04-21,5,Yes,152280.41,CONT234662
SHIP0001072,ORD00001145,Kuwait,Air Cargo,2022-02-12,2022-02-20,8,Yes,156793.24,CONT449945
SHIP0001073,ORD00001146,Kuwait,Sea Freight,2024-09-29,2024-10-04,5,Yes,134424.21,CONT622916
SHIP0001074,ORD00001147,Nepal,Road Transport,2023-01-31,2023-02-25,25,Yes,115116.48,CONT645163
SHIP0001075,ORD00001148,Nepal,Sea Freight,2023-09-08,2023-09-27,19,Yes,167938.45,CONT128820
SHIP0001076,ORD00001149,Nepal,Road Transport,2024-01-25,2024-02-13,19,Yes,234147.0,CONT116629
SHIP0001077,ORD00001150,Nepal,Air Cargo,2024-07-28,2024-08-19,22,Yes,141993.96,CONT947629
SHIP0001078,ORD00001151,Nepal,Road Transport,2023-05-22,2023-06-14,23,Yes,106696.49,CONT220199
SHIP0001079,ORD00001152,Nepal,Road Transport,2023-05-17,2023-06-05,19,Yes,215000.28,CONT927113
SHIP0001080,ORD00001153,Nepal,Air Cargo,2023-03-06,2023-03-28,22,Yes,252139.95,CONT468337
SHIP0001081,ORD00001154,Nepal,Road Transport,2023-02-04,2023-02-14,10,Yes,55451.73,CONT830400
SHIP0001082,ORD00001155,Nepal,Sea Freight,2023-06-28,2023-07-10,12,Yes,208104.18,CONT808690
SHIP0001083,ORD00001156,Nepal,Road Transport,2024-01-11,2024-01-23,12,Yes,275231.67,CONT294928
SHIP0001084,ORD00001157,Nepal,Road Transport,2023-09-16,2023-10-11,25,Yes,72102.21,CONT323238
SHIP0001085,ORD00001158,Nepal,Sea Freight,2022-04-12,2022-04-25,13,Yes,274814.55,CONT615393
SHIP0001086,ORD00001159,Nepal,Air Cargo,2023-09-15,2023-10-02,17,Pending,79439.68,CONT950734
SHIP0001087,ORD00001160,Nepal,Road Transport,2022-12-26,2023-01-08,13,Yes,299208.17,CONT655176
SHIP0001088,ORD00001161,Nepal,Road Transport,2024-08-29,2024-09-09,11,Yes,177938.19,CONT566481
SHIP0001089,ORD00001162,Nepal,Road Transport,2023-10-27,2023-11-12,16,Pending,232494.78,CONT271771
SHIP0001090,ORD00001163,Saudi Arabia,Air Cargo,2022-03-02,2022-03-10,8,Yes,65695.02,CONT322540
SHIP0001091,ORD00001164,Saudi Arabia,Sea Freight,2024-09-25,2024-09-30,5,Yes,75619.07,CONT828119
SHIP0001092,ORD00001165,Saudi Arabia,Sea Freight,2022-07-21,2022-07-29,8,Yes,290825.37,CONT542881
SHIP0001093,ORD00001166,Saudi Arabia,Air Cargo,2022-11-07,2022-11-13,6,Yes,297134.28,CONT316661
SHIP0001094,ORD00001167,Saudi Arabia,Sea Freight,2024-05-04,2024-05-07,3,Yes,119284.37,CONT545708
SHIP0001095,ORD00001168,Saudi Arabia,Air Cargo,2024-02-28,2024-03-03,4,Yes,135480.01,CONT438015
SHIP0001096,ORD00001169,Saudi Arabia,Air Cargo,2023-07-17,2023-07-22,5,Yes,52494.09,CONT980787
SHIP0001097,ORD00001170,Saudi Arabia,Sea Freight,2022-01-02,2022-01-10,8,Yes,289003.86,CONT302012
SHIP0001098,ORD00001171,Saudi Arabia,Road Transport,2024-05-13,2024-05-17,4,Yes,279411.18,CONT969029
SHIP0001099,ORD00001172,Saudi Arabia,Road Transport,2024-06-07,2024-06-15,8,Yes,78988.54,CONT382368
SHIP0001100,ORD00001173,Saudi Arabia,Road Transport,2024-07-24,2024-08-01,8,No,141265.2,CONT224828
SHIP0001101,ORD00001174,Saudi Arabia,Air Cargo,2022-05-10,2022-05-15,5,Yes,291663.63,CONT595368
SHIP0001102,ORD00001175,Saudi Arabia,Road Transport,2023-02-09,2023-02-15,6,Pending,81447.17,CONT350155
SHIP0001103,ORD00001176,Saudi Arabia,Sea Freight,2022-01-03,2022-01-09,6,Yes,268433.08,CONT278819
SHIP0001104,ORD00001177,Saudi Arabia,Road Transport,2024-04-24,2024-05-02,8,Pending,100424.04,CONT236689
SHIP0001105,ORD00001178,Saudi Arabia,Road Transport,2024-03-23,2024-03-30,7,Yes,67082.15,CONT914903
SHIP0001106,ORD00001179,Saudi Arabia,Road Transport,2022-11-16,2022-11-20,4,Yes,85544.6,CONT603529
SHIP0001107,ORD00001180,Saudi Arabia,Sea Freight,2023-12-09,2023-12-15,6,Yes,227467.1,CONT290898
SHIP0001108,ORD00001181,Saudi Arabia,Air Cargo,2024-05-29,2024-06-04,6,Yes,84325.55,CONT522357
SHIP0001109,ORD00001182,Saudi Arabia,Road Transport,2024-05-08,2024-05-12,4,Pending,50934.97,CONT409357
SHIP0001110,ORD00001183,Saudi Arabia,Sea Freight,2023-01-22,2023-01-29,7,Yes,243923.37,CONT791887
SHIP0001111,ORD00001184,Saudi Arabia,Air Cargo,2023-09-12,2023-09-19,7,Yes,213875.27,CONT252879
SHIP0001112,ORD00001185,Saudi Arabia,Road Transport,2024-01-04,2024-01-08,4,Yes,269538.33,CONT163384
SHIP0001113,ORD00001186,Saudi Arabia,Air Cargo,2022-04-05,2022-04-12,7,Yes,194420.8,CONT102012
SHIP0001114,ORD00001187,Saudi Arabia,Sea Freight,2022-09-09,2022-09-17,8,Pending,61393.14,CONT591173
SHIP0001115,ORD00001188,Saudi Arabia,Air Cargo,2022-01-28,2022-01-31,3,Yes,55396.19,CONT780730
SHIP0001116,ORD00001189,Saudi Arabia,Road Transport,2022-08-08,2022-08-11,3,Yes,246326.59,CONT421248
SHIP0001117,ORD00001190,Saudi Arabia,Road Transport,2024-04-15,2024-04-21,6,Yes,272481.22,CONT759597
SHIP0001118,ORD00001191,Saudi Arabia,Road Transport,2022-08-15,2022-08-23,8,Yes,250072.21,CONT234589
SHIP0001119,ORD00001192,Saudi Arabia,Sea Freight,2024-07-15,2024-07-18,3,Yes,143509.22,CONT534727
SHIP0001120,ORD00001193,Saudi Arabia,Sea Freight,2024-10-03,2024-10-10,7,Yes,215517.44,CONT950115
SHIP0001121,ORD00001194,Saudi Arabia,Sea Freight,2024-09-29,2024-10-07,8,Yes,69449.12,CONT571420
SHIP0001122,ORD00001195,Saudi Arabia,Sea Freight,2023-01-05,2023-01-13,8,Yes,229559.16,CONT445999
SHIP0001123,ORD00001196,Saudi Arabia,Sea Freight,2024-01-30,2024-02-06,7,Yes,112397.56,CONT566975
SHIP0001124,ORD00001197,Saudi Arabia,Road Transport,2023-01-18,2023-01-22,4,Yes,283576.77,CONT168794
SHIP0001125,ORD00001198,Saudi Arabia,Road Transport,2023-10-23,2023-10-30,7,Yes,134427.08,CONT860256
SHIP0001126,ORD00001199,Saudi Arabia,Road Transport,2024-03-01,2024-03-08,7,Yes,134822.76,CONT120468
SHIP0001127,ORD00001200,Saudi Arabia,Road Transport,2022-09-09,2022-09-17,8,Pending,121581.38,CONT647318
SHIP0001128,ORD00001201,Saudi Arabia,Air Cargo,2023-03-06,2023-03-11,5,Yes,208377.86,CONT237894
SHIP0001129,ORD00001202,Oman,Air Cargo,2024-03-10,2024-03-15,5,Yes,74218.4,CONT140526
SHIP0001130,ORD00001203,Oman,Sea Freight,2022-06-05,2022-06-08,3,Yes,63374.84,CONT318939
SHIP0001131,ORD00001204,Oman,Road Transport,2024-08-03,2024-08-06,3,Yes,224031.29,CONT719887
SHIP0001132,ORD00001205,Oman,Road Transport,2023-07-30,2023-08-02,3,Yes,286402.57,CONT169981
SHIP0001133,ORD00001206,Oman,Sea Freight,2022-06-08,2022-06-16,8,Yes,235931.51,CONT434345
SHIP0001134,ORD00001207,Oman,Sea Freight,2023-09-05,2023-09-10,5,Yes,112464.91,CONT893422
SHIP0001135,ORD00001208,Oman,Air Cargo,2024-09-10,2024-09-16,6,Yes,140538.94,CONT944667
SHIP0001136,ORD00001209,Oman,Sea Freight,2022-11-22,2022-11-26,4,Yes,100844.35,CONT102234
SHIP0001137,ORD00001210,Oman,Sea Freight,2023-11-11,2023-11-14,3,Yes,221023.4,CONT459676
SHIP0001138,ORD00001211,Oman,Sea Freight,2024-03-20,2024-03-23,3,Yes,109336.69,CONT550761
SHIP0001139,ORD00001212,Oman,Air Cargo,2022-04-09,2022-04-13,4,Yes,192825.07,CONT922703
SHIP0001140,ORD00001213,Oman,Road Transport,2023-10-06,2023-10-11,5,Yes,259867.02,CONT798556
SHIP0001141,ORD00001214,Oman,Sea Freight,2022-10-11,2022-10-16,5,Pending,179102.52,CONT602847
SHIP0001142,ORD00001215,Oman,Sea Freight,2023-09-14,2023-09-21,7,Yes,198371.28,CONT845360
SHIP0001143,ORD00001216,Oman,Sea Freight,2022-06-16,2022-06-24,8,Yes,292033.4,CONT718096
SHIP0001144,ORD00001217,Oman,Air Cargo,2024-01-26,2024-02-01,6,Yes,129800.8,CONT842599
SHIP0001145,ORD00001218,Oman,Sea Freight,2024-05-25,2024-05-31,6,Pending,249355.17,CONT854793
SHIP0001146,ORD00001219,Oman,Road Transport,2024-05-11,2024-05-19,8,Yes,221702.45,CONT364946
SHIP0001147,ORD00001220,Oman,Sea Freight,2022-03-13,2022-03-21,8,Pending,78291.45,CONT528655
SHIP0001148,ORD00001221,Oman,Road Transport,2023-04-05,2023-04-08,3,No,297438.32,CONT643060
SHIP0001149,ORD00001222,Oman,Road Transport,2022-03-30,2022-04-06,7,Yes,222394.72,CONT929790
SHIP0001150,ORD00001253,Qatar,Sea Freight,2023-12-24,2023-12-29,5,Yes,53484.97,CONT105107
SHIP0001151,ORD00001254,Qatar,Air Cargo,2023-07-21,2023-07-24,3,Yes,230587.48,CONT218401
SHIP0001152,ORD00001255,Qatar,Road Transport,2023-09-05,2023-09-12,7,Yes,83473.04,CONT322072
SHIP0001153,ORD00001256,Qatar,Sea Freight,2023-10-17,2023-10-21,4,Yes,123327.54,CONT612992
SHIP0001154,ORD00001257,Qatar,Road Transport,2022-10-08,2022-10-16,8,Yes,137093.39,CONT480109
SHIP0001155,ORD00001258,Qatar,Air Cargo,2021-12-28,2022-01-04,7,Pending,127441.52,CONT566129
SHIP0001156,ORD00001259,Qatar,Road Transport,2022-06-17,2022-06-23,6,Yes,236112.29,CONT463765
SHIP0001157,ORD00001260,Qatar,Road Transport,2023-06-25,2023-07-02,7,Yes,238316.27,CONT756421
SHIP0001158,ORD00001261,Qatar,Air Cargo,2022-12-22,2022-12-29,7,Yes,182117.32,CONT557830
SHIP0001159,ORD00001262,Qatar,Road Transport,2023-06-27,2023-06-30,3,Yes,191754.73,CONT374479
SHIP0001160,ORD00001263,Qatar,Road Transport,2024-08-10,2024-08-13,3,Yes,128402.22,CONT948740
SHIP0001161,ORD00001264,Qatar,Road Transport,2022-05-22,2022-05-28,6,Yes,55800.88,CONT340054
SHIP0001162,ORD00001265,Qatar,Road Transport,2024-09-10,2024-09-16,6,No,137929.75,CONT624433
SHIP0001163,ORD00001266,Qatar,Road Transport,2022-01-13,2022-01-21,8,Yes,52355.45,CONT678989
SHIP0001164,ORD00001267,Qatar,Air Cargo,2022-10-23,2022-10-28,5,Pending,266197.32,CONT977662
SHIP0001165,ORD00001268,Qatar,Air Cargo,2022-11-28,2022-12-01,3,No,210193.33,CONT142115
SHIP0001166,ORD00001269,Qatar,Air Cargo,2024-12-15,2024-12-23,8,Yes,294817.89,CONT650267
SHIP0001167,ORD00001270,Qatar,Air Cargo,2023-02-28,2023-03-07,7,Yes,95729.72,CONT544620
SHIP0001168,ORD00001271,Qatar,Road Transport,2024-10-20,2024-10-27,7,Yes,214456.55,CONT768222
SHIP0001169,ORD00001272,Qatar,Air Cargo,2024-03-16,2024-03-22,6,Yes,96980.88,CONT456591
SHIP0001170,ORD00001273,Qatar,Sea Freight,2023-06-18,2023-06-24,6,Yes,209745.06,CONT731830
SHIP0001171,ORD00001274,Qatar,Road Transport,2023-06-30,2023-07-04,4,Yes,172945.34,CONT279530
SHIP0001172,ORD00001275,Qatar,Air Cargo,2023-02-03,2023-02-11,8,No,216170.24,CONT860078
SHIP0001173,ORD00001276,Qatar,Air Cargo,2024-04-02,2024-04-05,3,Yes,231330.07,CONT426620
SHIP0001174,ORD00001277,Oman,Sea Freight,2023-02-26,2023-03-01,3,Yes,180707.62,CONT628494
SHIP0001175,ORD00001278,Oman,Sea Freight,2022-05-25,2022-05-29,4,Yes,173438.18,CONT113192
SHIP0001176,ORD00001279,Oman,Air Cargo,2024-03-26,2024-03-30,4,Pending,67426.67,CONT343460
SHIP0001177,ORD00001280,Oman,Air Cargo,2023-07-22,2023-07-30,8,Pending,140935.82,CONT307440
SHIP0001178,ORD00001281,Oman,Air Cargo,2022-11-18,2022-11-22,4,Yes,125489.18,CONT199836
