batch_id,farmer_id,procurement_date,quantity_mt,variety,quality_grade,price_per_mt,moisture_content,defect_percentage
PB202512101519,F0120,2024-08-07,6.77,3797,Grade B,27965.88,75.2,7.4
PB202512103393,F0120,2022-06-14,4.76,FL-2027,Grade B,20437.86,72.5,3.9
PB202512102169,F0120,2023-06-30,3.76,Kufri Chipsona,Grade B,20001.82,81.0,6.9
PB202512105097,F0120,2023-01-07,23.56,Kufri Chipsona,Premium,16174.7,71.4,1.5
PB202512105078,F0120,2022-01-26,23.1,Kufri Chipsona,Premium,21501.66,75.2,1.8
PB202512101549,F0121,2023-05-22,6.1,FL-1867,Grade B,22790.66,74.5,5.3
PB202512102539,F0121,2024-08-01,7.75,FL-1867,Grade B,20884.83,70.4,8.0
PB202512106113,F0121,2024-08-26,3.86,3797,Grade A,20430.64,72.3,1.3
PB202512101691,F0121,2022-11-21,14.8,FL-2027,Grade A,20616.81,74.1,4.1
PB202512105895,F0121,2023-06-03,7.4,FL-1867,Grade A,24071.15,80.3,7.1
PB202512104568,F0121,2024-01-09,5.25,FL-2027,Grade B,20446.32,75.5,7.9
PB202512106316,F0121,2023-04-29,5.87,FL-2027,Grade A,27895.17,79.1,2.7
PB202512102960,F0121,2022-12-09,18.46,Kufri Chipsona,Grade B,21944.95,80.3,1.7
PB202512101688,F0121,2023-05-13,7.65,Kufri Chipsona,Premium,22764.64,70.1,3.8
PB202512102466,F0121,2022-11-14,10.87,FL-1867,Grade A,20732.08,74.0,6.8
PB202512106544,F0121,2022-11-19,5.01,FL-2027,Grade A,17154.73,72.9,2.6
PB202512109787,F0122,2023-12-30,6.7,FL-2027,Grade A,16309.87,76.7,3.0
PB202512106189,F0122,2022-09-15,5.34,3797,Grade A,23014.94,80.5,7.3
PB202512101349,F0122,2024-06-17,5.94,Kufri Chipsona,Grade B,22641.25,71.3,7.7
PB202512105107,F0122,2024-01-04,6.51,FL-2027,Grade B,17083.55,73.6,3.2
PB202512109892,F0123,2024-06-15,3.31,Kufri Chipsona,Grade A,26265.29,71.5,5.4
PB202512109906,F0123,2023-01-24,8.1,3797,Grade A,15493.75,80.9,2.3
PB202512105510,F0123,2023-10-25,25.53,FL-1867,Grade B,18812.42,70.9,7.7
PB202512108362,F0123,2022-05-22,3.98,3797,Grade A,26877.16,72.0,7.0
PB202512108439,F0123,2023-06-24,2.11,FL-2027,Grade A,24094.24,79.2,7.5
PB202512104039,F0123,2024-11-02,27.73,FL-2027,Grade A,20737.37,80.7,2.4
PB202512104912,F0123,2024-01-16,12.1,3797,Grade B,17022.78,74.5,3.8
PB202512109830,F0123,2022-05-10,6.36,Kufri Chipsona,Grade B,21279.04,78.3,2.2
PB202512109151,F0123,2023-01-24,12.76,FL-1867,Grade A,18523.42,79.6,6.2
PB202512106276,F0123,2023-08-03,7.16,FL-2027,Grade A,21246.19,76.6,1.6
PB202512102092,F0123,2022-07-17,5.02,FL-2027,Grade A,23308.13,70.5,2.9
PB202512104310,F0124,2023-01-01,28.89,FL-2027,Grade B,21675.43,74.2,1.3
PB202512101521,F0124,2024-09-21,3.43,Kufri Chipsona,Premium,23137.74,81.4,2.0
PB202512105193,F0124,2024-09-30,8.11,FL-2027,Grade A,20869.46,81.8,3.7
PB202512102161,F0124,2024-01-21,24.38,FL-2027,Premium,17398.14,77.5,2.3
PB202512102310,F0124,2023-03-04,8.65,Kufri Chipsona,Grade B,21566.45,81.0,7.2
PB202512107814,F0124,2022-05-05,7.0,3797,Grade A,26466.15,70.8,3.3
PB202512102153,F0125,2023-06-29,4.51,3797,Grade A,25085.16,74.3,2.0
PB202512109511,F0125,2022-06-09,6.77,FL-2027,Grade C,26515.07,74.6,1.9
PB202512109710,F0125,2022-07-27,3.57,Kufri Chipsona,Grade B,21899.87,73.6,5.5
PB202512105075,F0125,2023-01-24,20.02,FL-1867,Premium,19872.56,74.4,6.8
PB202512106864,F0126,2024-04-30,3.63,Kufri Chipsona,Grade B,23752.33,79.6,2.3
PB202512103733,F0126,2024-05-24,2.88,FL-1867,Grade B,27069.47,74.1,5.8
PB202512103591,F0126,2024-04-02,2.2,Kufri Chipsona,Grade A,25520.38,73.8,1.4
PB202512106319,F0126,2023-12-23,20.25,3797,Grade C,16685.63,74.6,1.6
PB202512108054,F0126,2024-04-24,3.18,3797,Grade B,22383.82,71.1,7.4
PB202512104504,F0126,2023-05-08,2.05,Kufri Chipsona,Grade A,23870.88,71.5,3.2
PB202512108412,F0126,2023-06-05,9.41,Kufri Chipsona,Grade A,21293.56,81.6,2.4
PB202512101567,F0126,2024-03-24,23.54,3797,Premium,18826.74,80.6,4.9
PB202512105945,F0126,2022-02-03,18.36,FL-2027,Grade A,16368.21,72.0,7.4
PB202512104519,F0126,2023-09-08,4.62,3797,Grade C,22976.66,79.1,3.4
PB202512105521,F0126,2022-02-14,28.8,FL-1867,Grade B,20165.49,77.2,7.2
PB202512106827,F0126,2022-07-13,2.4,FL-1867,Premium,22056.5,75.6,2.6
PB202512105093,F0127,2023-06-27,7.95,FL-1867,Grade A,27353.66,75.1,3.4
PB202512102505,F0127,2023-06-09,9.69,Kufri Chipsona,Grade B,23558.82,75.9,3.5
PB202512106319,F0127,2023-03-22,27.74,Kufri Chipsona,Grade B,18982.69,79.1,6.7
PB202512102562,F0127,2022-12-21,13.55,3797,Grade A,18035.86,80.2,3.5
PB202512107251,F0127,2022-03-18,24.85,FL-2027,Grade B,21586.95,77.5,6.2
PB202512106478,F0127,2022-04-25,8.44,3797,Grade C,26760.32,74.7,1.4
PB202512102974,F0128,2024-05-03,5.22,FL-1867,Grade C,25390.05,75.4,6.2
PB202512107266,F0128,2022-01-24,13.92,FL-2027,Grade A,19443.21,72.2,6.2
PB202512106231,F0128,2023-09-17,6.37,FL-1867,Grade A,21632.52,73.5,6.2
PB202512104617,F0128,2023-11-01,17.07,FL-1867,Grade A,16512.22,81.6,6.0
PB202512107436,F0128,2022-04-14,9.66,Kufri Chipsona,Grade B,23416.84,75.7,7.3
PB202512108076,F0128,2024-10-30,18.13,3797,Premium,19950.95,73.0,4.1
PB202512106507,F0128,2024-03-18,8.09,FL-2027,Premium,16441.86,70.0,1.3
PB202512101807,F0128,2024-09-01,9.82,Kufri Chipsona,Grade A,21938.83,78.0,6.9
PB202512109221,F0128,2023-06-22,6.41,Kufri Chipsona,Premium,21225.16,78.7,5.2
PB202512108879,F0128,2022-09-25,7.85,FL-1867,Grade B,26157.97,81.7,5.0
PB202512104212,F0129,2024-03-20,13.54,FL-1867,Grade B,19539.25,70.8,7.3
PB202512108046,F0129,2023-05-12,2.96,3797,Premium,22622.74,79.8,5.2
PB202512107776,F0129,2022-07-03,5.15,Kufri Chipsona,Premium,23787.49,80.3,3.4
PB202512106254,F0129,2024-01-19,26.74,3797,Grade A,15616.94,79.3,6.9
PB202512103773,F0129,2022-02-19,9.55,3797,Grade B,18012.43,72.0,5.9
PB202512108216,F0129,2024-06-24,6.28,FL-2027,Grade A,25082.59,72.4,2.5
PB202512107124,F0129,2023-04-24,2.33,FL-1867,Premium,22576.54,76.7,7.0
PB202512101893,F0129,2022-06-25,7.34,FL-1867,Premium,23483.17,81.4,6.0
PB202512105713,F0129,2022-10-30,28.25,FL-2027,Grade B,18693.12,73.1,1.4
PB202512102823,F0129,2023-12-05,23.15,3797,Grade B,15849.12,73.6,4.7
PB202512106437,F0129,2024-07-10,6.52,FL-1867,Grade A,24804.67,72.0,3.7
PB202512109573,F0130,2023-03-10,20.43,3797,Premium,21788.73,78.7,7.5
PB202512103315,F0130,2024-09-16,8.1,FL-2027,Grade A,24733.74,72.3,5.7
PB202512109631,F0130,2024-02-11,20.58,FL-2027,Grade A,19217.28,75.9,4.7
PB202512105653,F0130,2023-06-08,4.68,FL-1867,Premium,24154.5,72.4,6.6
PB202512101136,F0130,2023-07-10,3.49,FL-2027,Premium,20679.73,75.2,5.6
PB202512106901,F0130,2024-03-06,15.94,FL-2027,Grade B,16937.28,76.7,3.4
PB202512107332,F0130,2022-02-09,28.32,FL-1867,Grade A,21458.52,76.0,3.3
PB202512102631,F0130,2024-02-19,23.43,3797,Grade A,15256.99,75.7,3.4
PB202512109709,F0130,2024-09-19,9.36,FL-2027,Grade B,20096.02,76.6,6.2
PB202512108503,F0130,2023-01-17,17.13,FL-2027,Premium,15597.82,81.7,4.6
PB202512109673,F0130,2022-03-23,20.35,3797,Premium,16656.27,75.8,4.0
PB202512103572,F0130,2023-11-15,6.87,FL-2027,Grade A,15743.12,80.0,2.7
PB202512105953,F0131,2023-12-22,9.87,FL-1867,Grade A,18534.38,79.2,1.4
PB202512102015,F0131,2024-10-23,19.42,3797,Grade A,15834.47,70.4,1.4
PB202512101482,F0131,2024-03-03,25.85,3797,Grade B,15825.81,70.5,4.1
PB202512107436,F0131,2023-04-07,8.75,FL-1867,Premium,22099.27,75.1,1.3
PB202512109531,F0131,2022-06-29,5.59,FL-1867,Grade B,24620.9,76.9,3.3
PB202512103502,F0131,2024-05-04,4.52,Kufri Chipsona,Premium,20852.99,74.4,1.7
PB202512106395,F0131,2023-10-02,24.16,Kufri Chipsona,Grade C,21763.92,81.6,7.1
PB202512103270,F0131,2022-09-27,6.81,FL-1867,Premium,25606.93,73.4,5.4
PB202512109582,F0131,2022-10-10,16.39,FL-1867,Grade A,18374.12,79.1,3.0
PB202512103589,F0132,2022-10-25,12.95,3797,Grade B,21472.49,70.7,4.4
PB202512102939,F0132,2022-05-19,9.3,FL-1867,Grade A,24882.9,76.6,2.7
PB202512103384,F0132,2023-10-13,13.58,FL-2027,Grade B,20964.34,76.7,4.6
PB202512107783,F0132,2023-10-15,7.49,Kufri Chipsona,Grade B,15112.2,81.6,3.6
PB202512105485,F0132,2023-09-14,6.83,FL-1867,Grade A,20637.72,78.2,7.5
PB202512104026,F0132,2023-01-20,19.39,FL-2027,Premium,15882.81,77.0,6.4
PB202512104783,F0132,2023-07-01,5.25,FL-1867,Grade A,27038.7,77.8,7.3
PB202512106886,F0132,2023-04-18,6.99,FL-2027,Grade B,21050.3,73.7,2.4
PB202512108680,F0132,2024-09-03,9.27,3797,Premium,26083.2,78.1,3.1
PB202512109051,F0132,2023-01-12,9.6,Kufri Chipsona,Grade B,20295.16,75.7,2.6
PB202512101528,F0133,2022-12-02,20.42,Kufri Chipsona,Premium,15282.34,73.9,4.3
PB202512107767,F0133,2022-01-31,8.7,FL-1867,Grade C,21892.58,72.5,1.9
PB202512102083,F0133,2023-02-20,10.09,FL-1867,Grade B,20383.43,75.1,5.0
PB202512109027,F0133,2024-06-18,2.17,3797,Grade B,20275.45,75.3,6.7
PB202512108005,F0133,2024-07-26,9.08,Kufri Chipsona,Grade B,20693.65,76.5,7.4
PB202512107232,F0133,2022-03-27,14.7,3797,Grade A,20806.96,71.6,7.5
PB202512101630,F0134,2024-12-11,23.79,FL-2027,Grade A,21589.34,78.1,3.5
PB202512101694,F0134,2024-07-13,9.51,FL-1867,Grade A,22204.53,74.0,5.9
PB202512101643,F0134,2024-11-28,24.13,Kufri Chipsona,Grade A,21505.82,72.5,6.6
PB202512101807,F0134,2024-11-23,23.46,FL-1867,Grade B,15446.56,74.6,3.0
PB202512105989,F0134,2023-08-20,4.44,3797,Grade A,27863.58,77.7,6.0
PB202512105823,F0134,2024-08-02,9.81,FL-2027,Premium,23017.61,79.6,4.0
PB202512108595,F0134,2024-11-24,26.74,Kufri Chipsona,Grade C,16264.6,81.4,2.5
PB202512102854,F0134,2022-07-05,4.61,FL-1867,Grade B,26049.54,74.7,5.3
PB202512106299,F0134,2022-10-05,16.11,Kufri Chipsona,Grade A,20196.59,72.7,1.4
PB202512104308,F0134,2022-02-21,12.5,Kufri Chipsona,Premium,18320.16,72.0,3.5
PB202512103686,F0135,2023-05-28,5.2,FL-2027,Grade A,20459.13,77.0,7.2
PB202512108362,F0135,2022-07-06,3.21,3797,Premium,24782.46,78.0,3.9
PB202512107292,F0135,2022-06-24,7.61,FL-1867,Grade A,23285.85,76.1,1.1
PB202512101719,F0135,2024-02-15,22.29,FL-1867,Grade A,19629.4,70.5,3.6
PB202512103459,F0135,2023-11-18,29.48,FL-1867,Grade A,17945.16,76.0,7.4
PB202512101840,F0136,2023-01-02,22.93,Kufri Chipsona,Grade B,19074.49,79.6,7.1
PB202512108311,F0136,2023-09-23,5.66,3797,Grade A,23800.87,74.6,7.8
PB202512103155,F0136,2023-01-06,22.43,FL-1867,Premium,15582.56,80.4,4.4
PB202512105146,F0136,2022-01-08,6.72,FL-2027,Grade A,18848.02,75.0,7.1
PB202512109169,F0136,2024-07-28,3.63,FL-2027,Grade A,26611.72,76.7,1.4
PB202512108794,F0136,2024-10-07,29.3,Kufri Chipsona,Premium,18588.31,73.5,4.3
PB202512101107,F0137,2024-06-23,8.86,FL-1867,Premium,22439.22,72.3,1.9
PB202512104401,F0137,2023-07-24,4.38,FL-2027,Grade A,26240.38,75.7,2.6
PB202512106718,F0137,2023-01-14,9.15,FL-2027,Premium,17329.11,81.3,3.4
PB202512105889,F0137,2022-10-25,29.7,3797,Grade B,18396.61,72.1,7.2
PB202512107831,F0137,2022-06-29,5.68,FL-1867,Premium,25677.37,81.8,1.4
PB202512103906,F0137,2022-11-27,7.42,Kufri Chipsona,Grade B,20043.2,73.4,2.3
PB202512102525,F0137,2024-01-08,5.98,3797,Grade C,15152.93,79.3,1.9
PB202512107208,F0137,2023-10-24,16.69,FL-2027,Grade A,19241.28,75.1,1.2
PB202512102063,F0137,2024-05-25,8.27,3797,Grade B,20084.11,79.1,7.3
PB202512105496,F0137,2024-08-22,5.46,3797,Premium,24284.34,75.7,3.7
PB202512104425,F0138,2024-04-27,9.1,FL-2027,Grade A,27151.47,74.0,5.3
PB202512109666,F0138,2022-08-12,9.42,FL-2027,Grade A,27696.47,76.1,4.2
PB202512105705,F0138,2024-09-17,4.23,Kufri Chipsona,Grade B,27670.97,71.7,5.1
PB202512106797,F0138,2023-10-11,12.06,FL-1867,Grade A,16953.06,74.9,8.0
PB202512109154,F0138,2024-10-13,6.37,Kufri Chipsona,Grade A,19049.79,71.0,2.1
PB202512104812,F0138,2023-01-04,15.99,3797,Grade B,18573.22,73.1,3.2
PB202512101392,F0138,2023-02-01,7.17,Kufri Chipsona,Premium,17122.54,81.6,7.6
PB202512104396,F0138,2022-08-30,4.68,Kufri Chipsona,Grade B,24566.83,80.9,1.0
PB202512106728,F0138,2024-04-27,8.49,FL-1867,Premium,27586.96,71.1,2.1
PB202512105614,F0138,2022-01-24,29.02,3797,Grade A,18762.78,70.2,2.8
PB202512109301,F0138,2022-05-19,5.6,3797,Grade A,25543.27,78.8,8.0
PB202512106460,F0138,2022-01-13,12.19,3797,Premium,18767.54,76.4,3.8
PB202512104178,F0139,2022-03-01,9.23,3797,Grade B,21842.2,80.2,4.5
PB202512108849,F0139,2023-11-24,20.08,Kufri Chipsona,Grade C,16590.83,76.5,5.9
PB202512108888,F0139,2022-03-14,17.88,FL-1867,Grade A,21932.0,77.3,3.6
PB202512109797,F0139,2024-08-01,8.18,3797,Grade B,21363.7,74.6,3.4
PB202512107782,F0139,2024-08-05,5.45,FL-2027,Grade B,26254.24,75.8,6.6
PB202512106169,F0139,2024-12-03,19.41,FL-2027,Grade A,17394.49,79.7,2.7
PB202512106434,F0139,2023-03-03,10.61,3797,Grade A,18531.52,73.1,1.1
PB202512105595,F0139,2022-05-16,7.19,FL-2027,Grade C,24088.75,75.3,7.8
PB202512109753,F0139,2023-11-26,19.28,FL-1867,Grade C,21044.02,71.7,5.0
PB202512102914,F0139,2024-03-08,26.7,3797,Premium,19081.74,78.6,3.6
PB202512102422,F0140,2022-03-06,7.31,Kufri Chipsona,Grade A,18205.3,74.7,7.1
PB202512105958,F0140,2023-05-02,3.95,FL-1867,Grade A,27733.87,81.5,2.7
PB202512102838,F0140,2024-12-11,13.7,3797,Grade A,21268.89,81.6,4.1
PB202512102517,F0140,2022-03-18,13.02,Kufri Chipsona,Grade B,18682.66,78.3,2.9
PB202512108907,F0140,2024-11-02,23.41,FL-1867,Premium,15361.6,70.6,3.7
PB202512108921,F0140,2023-01-25,13.84,3797,Grade A,17209.43,75.9,3.2
PB202512102609,F0140,2023-11-02,9.81,FL-1867,Premium,17166.29,81.7,3.9
PB202512108526,F0140,2023-02-25,16.12,Kufri Chipsona,Grade B,19035.81,81.8,2.7
PB202512106095,F0140,2024-12-05,22.03,FL-2027,Premium,20011.89,77.3,1.6
PB202512101755,F0141,2023-11-14,21.92,FL-2027,Grade A,15448.66,77.2,6.2
PB202512106119,F0141,2024-12-02,10.27,FL-2027,Grade B,20891.35,70.4,6.9
PB202512104438,F0141,2023-10-02,16.51,3797,Grade A,16523.12,71.6,7.7
PB202512105532,F0141,2023-02-15,6.82,3797,Premium,16393.65,74.2,5.3
PB202512105467,F0141,2024-06-22,6.36,FL-1867,Grade B,21005.15,73.5,2.7
PB202512109422,F0142,2023-07-15,3.71,FL-2027,Premium,23289.15,78.4,2.5
PB202512106218,F0142,2023-02-28,14.17,3797,Grade A,17736.42,81.7,7.7
PB202512105641,F0142,2022-10-17,25.0,FL-1867,Grade C,16691.61,70.8,3.2
PB202512106549,F0142,2022-12-17,11.67,Kufri Chipsona,Premium,18541.48,79.3,7.0
PB202512108712,F0142,2022-04-14,8.76,FL-2027,Premium,22877.4,78.2,3.2
PB202512102410,F0142,2022-08-05,2.49,Kufri Chipsona,Grade A,25612.52,70.1,3.9
PB202512108304,F0143,2023-01-02,13.23,3797,Grade B,19853.64,79.2,3.1
PB202512104246,F0143,2023-10-02,25.29,FL-2027,Grade A,17057.42,75.4,6.1
PB202512102522,F0143,2024-08-11,7.54,Kufri Chipsona,Grade A,27898.95,72.7,5.6
PB202512108625,F0143,2022-07-19,6.88,Kufri Chipsona,Grade A,27320.79,71.9,6.3
PB202512103354,F0143,2023-04-20,6.55,3797,Grade C,22197.33,75.7,3.3
PB202512106412,F0143,2024-01-15,19.48,3797,Grade A,21223.0,76.8,5.4
PB202512102070,F0143,2024-07-17,6.15,Kufri Chipsona,Grade A,20409.32,72.8,4.4
PB202512108556,F0143,2022-08-20,4.48,FL-1867,Grade A,21454.11,76.0,3.3
PB202512103087,F0143,2023-08-02,4.06,FL-2027,Grade B,23711.88,71.6,7.5
PB202512102752,F0143,2024-04-10,8.94,3797,Grade B,25660.96,71.3,6.4
PB202512109728,F0144,2022-05-26,8.46,Kufri Chipsona,Grade B,26142.12,71.4,5.5
PB202512104908,F0144,2024-03-31,25.86,FL-1867,Grade A,19041.47,77.8,4.2
PB202512107288,F0144,2022-11-22,18.22,FL-2027,Grade C,15240.64,77.7,1.6
PB202512108063,F0144,2023-11-29,15.88,Kufri Chipsona,Premium,17048.59,76.5,1.9
PB202512104869,F0144,2023-12-02,22.29,FL-1867,Grade A,20565.08,72.0,1.7
PB202512108972,F0144,2022-06-09,3.16,FL-2027,Grade B,27017.02,76.3,4.3
PB202512102599,F0144,2024-08-06,2.85,Kufri Chipsona,Grade A,25196.45,80.4,6.8
PB202512107648,F0144,2022-12-27,20.65,FL-2027,Grade A,15526.95,71.3,1.3
PB202512107208,F0144,2022-08-11,4.06,3797,Grade B,21085.29,73.1,3.7
PB202512102007,F0144,2024-10-09,28.57,FL-2027,Grade A,19272.63,80.0,6.0
PB202512101003,F0144,2023-03-22,7.81,FL-1867,Grade B,20151.44,73.3,5.5
PB202512105775,F0144,2022-11-02,13.52,Kufri Chipsona,Grade A,21983.71,73.2,3.0
PB202512106187,F0145,2023-02-05,28.27,3797,Premium,15172.51,78.4,6.1
PB202512108122,F0145,2023-09-16,8.69,3797,Grade C,27795.51,81.7,1.5
PB202512109362,F0145,2022-07-02,8.57,Kufri Chipsona,Grade A,25170.48,77.8,1.9
PB202512102022,F0145,2022-09-19,7.2,3797,Grade B,27859.86,80.9,4.1
PB202512106885,F0145,2022-04-19,2.32,FL-2027,Premium,22898.35,79.9,5.9
PB202512104854,F0145,2023-08-01,5.67,Kufri Chipsona,Grade B,20440.81,75.1,4.3
PB202512107271,F0145,2024-03-18,28.21,Kufri Chipsona,Grade A,19487.6,73.7,4.7
PB202512104460,F0145,2024-02-21,6.65,FL-1867,Grade A,21807.98,74.3,4.3
PB202512107301,F0145,2024-08-30,4.84,3797,Premium,25460.09,77.9,6.0
PB202512103056,F0145,2024-05-04,4.15,FL-1867,Premium,22525.35,71.5,5.6
PB202512101257,F0145,2022-01-24,5.99,FL-1867,Premium,19183.78,80.4,7.2
PB202512103224,F0146,2024-06-13,5.59,FL-2027,Grade C,23674.43,70.9,5.7
PB202512107813,F0146,2022-10-09,25.53,Kufri Chipsona,Grade A,16712.59,75.1,6.9
PB202512108444,F0146,2024-05-21,9.02,Kufri Chipsona,Grade A,21945.44,76.6,2.3
PB202512104698,F0146,2024-07-10,2.82,FL-1867,Grade A,27288.96,79.8,6.3
PB202512109161,F0146,2024-05-19,2.39,FL-1867,Grade A,26749.83,75.3,3.4
PB202512109948,F0146,2024-10-24,18.66,3797,Grade A,15639.47,79.1,5.1
PB202512108917,F0146,2022-03-10,9.66,3797,Grade C,16317.63,72.2,1.4
PB202512102311,F0146,2022-08-20,6.7,FL-1867,Grade A,26722.79,70.2,1.3
PB202512105578,F0146,2024-12-14,19.32,Kufri Chipsona,Grade C,20736.47,73.9,3.4
PB202512102449,F0146,2024-11-24,19.91,FL-1867,Premium,16919.49,70.3,6.1
PB202512102279,F0146,2024-08-25,7.01,3797,Grade A,24646.05,78.9,5.7
PB202512101176,F0147,2023-12-05,10.15,Kufri Chipsona,Grade A,17467.37,71.5,1.9
PB202512108687,F0147,2024-07-18,7.41,3797,Grade A,26868.8,81.6,5.4
PB202512105827,F0147,2024-05-12,3.47,3797,Grade A,20845.2,79.8,5.1
PB202512105981,F0147,2022-12-10,20.46,3797,Premium,20470.23,78.4,6.8
PB202512101845,F0148,2024-08-27,2.45,3797,Grade A,25980.17,80.2,3.0
PB202512102351,F0148,2022-02-25,21.01,FL-1867,Grade A,17199.13,81.5,1.2
PB202512105552,F0148,2024-11-01,19.49,3797,Premium,16165.52,78.5,2.2
PB202512105509,F0148,2022-09-29,3.88,3797,Grade A,23954.97,81.0,2.5
PB202512103476,F0149,2022-08-17,3.15,Kufri Chipsona,Grade A,26071.81,76.0,7.4
PB202512105280,F0149,2024-01-28,8.67,FL-1867,Grade B,19521.5,72.8,2.1
PB202512109640,F0149,2024-09-20,7.47,FL-2027,Premium,24749.48,79.1,3.2
PB202512103376,F0149,2023-12-04,16.2,FL-1867,Grade C,17838.3,81.8,3.0
PB202512104898,F0150,2024-04-25,4.36,Kufri Chipsona,Grade B,22836.39,76.8,2.8
PB202512106653,F0150,2022-12-09,27.88,FL-2027,Premium,16859.8,80.7,1.7
PB202512102900,F0150,2023-06-26,7.25,FL-2027,Grade B,27255.88,72.0,7.8
PB202512108802,F0150,2022-12-10,16.32,3797,Grade A,21620.01,78.1,3.1
PB202512109724,F0150,2024-09-02,3.51,FL-1867,Grade B,22429.88,71.1,2.0
PB202512107390,F0150,2024-02-17,7.62,Kufri Chipsona,Grade B,17960.6,79.5,2.0
PB202512108122,F0150,2023-06-22,3.04,FL-2027,Premium,25147.43,72.4,1.7
PB202512108353,F0150,2023-08-15,3.33,Kufri Chipsona,Grade C,27389.85,79.9,3.5
PB202512101672,F0150,2023-10-09,21.4,FL-2027,Grade C,18760.93,78.1,5.8
PB202512108074,F0150,2024-12-24,20.72,3797,Grade A,16862.71,70.5,4.2
PB202512102610,F0150,2023-11-18,27.27,3797,Grade A,18986.48,80.0,7.9
PB202512104961,F0151,2024-08-02,3.31,FL-1867,Grade B,25534.22,78.1,7.9
PB202512103947,F0151,2024-11-30,29.64,3797,Grade A,19806.75,72.9,6.6
PB202512102113,F0151,2022-01-22,7.68,FL-2027,Grade B,20464.9,80.9,3.7
PB202512102702,F0151,2024-04-22,7.05,Kufri Chipsona,Premium,23441.14,75.3,3.2
PB202512105641,F0151,2023-12-21,24.05,3797,Premium,21553.24,81.3,2.2
PB202512102506,F0151,2023-01-31,26.87,FL-2027,Premium,20162.02,73.0,1.5
PB202512102995,F0151,2023-03-21,11.7,FL-2027,Grade C,21385.46,77.6,6.0
PB202512103128,F0151,2022-06-26,4.06,Kufri Chipsona,Grade B,25755.11,70.3,3.6
PB202512104018,F0151,2023-01-14,20.67,3797,Grade B,16022.68,79.9,2.6
PB202512102240,F0151,2023-08-27,7.22,Kufri Chipsona,Grade A,23241.58,77.2,1.8
PB202512106298,F0152,2024-05-24,2.14,3797,Grade B,27276.52,73.2,6.7
PB202512105543,F0152,2022-11-28,29.98,FL-2027,Grade B,16480.02,73.2,5.6
PB202512101984,F0152,2024-02-23,29.14,3797,Grade A,21410.7,76.0,6.6
PB202512102137,F0152,2023-06-27,3.09,Kufri Chipsona,Premium,27819.51,81.6,2.1
PB202512103923,F0152,2023-02-15,12.49,Kufri Chipsona,Grade A,15701.08,73.3,6.7
PB202512108065,F0152,2022-08-11,5.03,FL-1867,Premium,20707.18,74.1,7.9
PB202512105243,F0152,2022-08-06,7.04,FL-2027,Grade C,23329.29,72.0,7.9
PB202512105105,F0152,2022-03-13,25.52,Kufri Chipsona,Premium,16970.34,70.8,1.4
PB202512101014,F0153,2024-10-16,8.01,FL-2027,Premium,19065.38,81.1,4.5
PB202512106403,F0153,2024-03-10,26.07,Kufri Chipsona,Grade A,18121.21,78.5,6.1
PB202512109039,F0153,2022-01-08,9.35,Kufri Chipsona,Grade A,17528.51,77.6,1.5
PB202512102148,F0153,2024-06-12,4.89,FL-1867,Grade A,24278.4,82.0,4.3
PB202512108898,F0154,2024-02-27,25.4,FL-2027,Grade C,18024.47,79.6,5.2
PB202512105961,F0154,2024-01-06,27.16,Kufri Chipsona,Grade A,17876.6,77.3,5.4
PB202512102485,F0154,2022-04-24,5.34,3797,Grade A,21154.5,71.1,1.1
PB202512106571,F0154,2024-12-30,26.84,FL-2027,Grade B,16655.32,72.5,6.2
PB202512103893,F0155,2023-08-17,4.56,FL-2027,Grade A,24048.36,72.0,7.7
PB202512105896,F0155,2024-02-26,26.29,Kufri Chipsona,Grade B,21046.53,74.9,6.3
PB202512106886,F0155,2022-08-07,3.15,Kufri Chipsona,Grade A,20068.95,70.2,5.1
PB202512108175,F0155,2022-06-23,5.64,FL-1867,Grade B,24144.12,70.1,4.0
PB202512101415,F0155,2022-10-14,22.95,FL-1867,Premium,18098.86,78.8,2.6
PB202512109856,F0155,2024-09-28,8.51,3797,Grade A,24707.45,72.5,2.7
PB202512108361,F0155,2024-10-20,20.7,FL-2027,Grade A,20809.58,75.0,2.8
PB202512106533,F0155,2022-03-17,26.68,FL-2027,Grade A,19684.88,75.4,4.4
PB202512109570,F0155,2024-04-10,3.63,Kufri Chipsona,Premium,25014.42,74.3,8.0
PB202512104817,F0155,2022-11-02,17.0,FL-2027,Grade B,18401.2,76.8,7.4
PB202512109010,F0155,2022-03-17,25.02,FL-2027,Grade B,18157.91,78.6,5.1
PB202512103138,F0156,2022-04-04,5.94,FL-2027,Premium,21538.53,75.6,2.7
PB202512106035,F0156,2022-12-19,27.87,FL-2027,Grade A,17347.85,81.4,4.7
PB202512102047,F0156,2024-07-23,7.05,FL-2027,Grade A,24343.52,71.6,3.6
PB202512104613,F0156,2022-08-22,2.79,FL-2027,Grade A,24983.63,75.4,6.4
PB202512107586,F0156,2023-02-20,10.51,3797,Grade A,16151.96,74.9,7.5
PB202512109943,F0156,2022-09-05,7.68,FL-1867,Grade C,23351.39,76.2,1.6
PB202512104493,F0156,2023-10-21,29.61,FL-2027,Grade B,19664.85,73.4,5.1
PB202512102978,F0156,2022-12-22,7.74,3797,Grade A,21760.86,72.1,5.5
PB202512103753,F0156,2022-10-17,11.14,3797,Grade B,20022.93,79.3,5.7
