wastage_id,batch_id,wastage_date,wastage_type,quantity_kg,recovery_possible,cost_impact_inr
WS011937,PR20241105249,2024-11-05,Expired Stock,103.41,Yes,11095.77
WS011943,PR20241105829,2024-11-05,Quality Rejection,467.27,Yes,59018.34
WS011944,PR20241105804,2024-11-05,Expired Stock,446.07,No,59141.5
WS011950,PR20241105894,2024-11-05,Spillage,202.82,Yes,21068.8
WS011957,PR20241106959,2024-11-06,Processing Waste,278.66,Yes,28343.09
WS011958,PR20241106443,2024-11-06,Expired Stock,373.75,Yes,38473.5
WS011963,PR20241107659,2024-11-07,Expired Stock,180.3,No,14969.58
WS011965,PR20241107456,2024-11-07,Expired Stock,183.75,No,16396.51
WS011973,PR20241107957,2024-11-07,Processing Waste,172.06,Yes,15169.47
WS011978,PR20241108772,2024-11-08,Spillage,124.45,Yes,12300.74
WS011991,PR20241109524,2024-11-09,Expired Stock,160.08,Yes,17798.51
WS011993,PR20241109476,2024-11-09,Expired Stock,348.81,Yes,46503.74
WS012000,PR20241110539,2024-11-10,Quality Rejection,441.7,No,65951.24
WS012004,PR20241110189,2024-11-10,Processing Waste,101.1,No,12988.88
WS012040,PR20241114407,2024-11-14,Spillage,120.42,No,17530.46
WS012044,PR20241114444,2024-11-14,Quality Rejection,241.47,Yes,25232.86
WS012053,PR20241115334,2024-11-15,Expired Stock,355.93,Yes,50080.59
WS012063,PR20241115430,2024-11-15,Expired Stock,48.74,No,4059.1
WS012078,PR20241116964,2024-11-16,Quality Rejection,494.23,Yes,41973.0
WS012099,PR20241118972,2024-11-18,Spillage,163.94,No,23725.96
WS012101,PR20241118899,2024-11-18,Spillage,92.89,Yes,8861.75
WS012109,PR20241119909,2024-11-19,Expired Stock,59.01,Yes,5021.65
WS012127,PR20241121922,2024-11-21,Quality Rejection,178.77,Yes,23438.8
WS012136,PR20241121571,2024-11-21,Expired Stock,294.71,No,31538.72
WS012148,PR20241122255,2024-11-22,Spillage,208.63,Yes,20145.38
WS012155,PR20241123151,2024-11-23,Spillage,225.08,Yes,31489.48
WS012158,PR20241123671,2024-11-23,Spillage,228.84,No,33358.91
WS012160,PR20241123756,2024-11-23,Quality Rejection,101.27,Yes,13979.79
WS012170,PR20241124788,2024-11-24,Quality Rejection,163.42,Yes,23011.78
WS012171,PR20241124600,2024-11-24,Quality Rejection,402.28,No,51905.62
WS012174,PR20241124684,2024-11-24,Expired Stock,97.29,No,10895.06
WS012185,PR20241125257,2024-11-25,Processing Waste,108.4,Yes,12178.26
WS012192,PR20241126843,2024-11-26,Processing Waste,194.07,No,26006.73
WS012198,PR20241126599,2024-11-26,Processing Waste,92.24,Yes,8358.45
WS012200,PR20241127341,2024-11-27,Quality Rejection,97.68,No,12412.17
WS012210,PR20241128245,2024-11-28,Expired Stock,104.77,No,10748.9
WS012211,PR20241128322,2024-11-28,Quality Rejection,292.81,No,35508.74
WS012215,PR20241128516,2024-11-28,Spillage,251.55,No,34292.37
WS012220,PR20241129250,2024-11-29,Spillage,191.05,Yes,25554.63
WS012227,PR20241129404,2024-11-29,Quality Rejection,291.02,No,33922.34
WS012228,PR20241130646,2024-11-30,Spillage,246.37,Yes,35973.73
WS012244,PR20241201982,2024-12-01,Spillage,176.5,Yes,16894.82
WS012255,PR20241201122,2024-12-01,Processing Waste,507.6,Yes,42091.63
WS012261,PR20241202214,2024-12-02,Spillage,33.52,Yes,3506.53
WS012265,PR20241203518,2024-12-03,Spillage,310.67,Yes,36734.73
WS012270,PR20241203669,2024-12-03,Spillage,333.73,No,29707.26
WS012271,PR20241203106,2024-12-03,Spillage,164.64,No,22642.58
WS012278,PR20241204358,2024-12-04,Spillage,163.53,Yes,19862.56
WS012294,PR20241206953,2024-12-06,Expired Stock,387.24,No,50833.22
WS012302,PR20241207141,2024-12-07,Processing Waste,335.34,Yes,29778.14
WS012306,PR20241207270,2024-12-07,Expired Stock,374.61,Yes,36794.8
WS012310,PR20241207820,2024-12-07,Expired Stock,236.05,Yes,31669.53
WS012312,PR20241208429,2024-12-08,Processing Waste,324.33,Yes,46297.14
WS012321,PR20241209719,2024-12-09,Spillage,101.24,Yes,14296.68
WS012322,PR20241209132,2024-12-09,Quality Rejection,481.93,No,56268.53
WS012333,PR20241210464,2024-12-10,Expired Stock,65.19,No,7702.17
WS012338,PR20241210963,2024-12-10,Processing Waste,132.12,No,19493.91
WS012339,PR20241210543,2024-12-10,Expired Stock,403.47,No,49117.04
WS012381,PR20241214968,2024-12-14,Expired Stock,427.05,No,50080.71
WS012388,PR20241215326,2024-12-15,Processing Waste,145.95,Yes,14322.38
WS012397,PR20241215921,2024-12-15,Quality Rejection,605.99,Yes,84570.09
WS012400,PR20241216925,2024-12-16,Quality Rejection,470.98,Yes,40903.75
WS012401,PR20241216333,2024-12-16,Quality Rejection,96.81,Yes,8173.36
WS012405,PR20241216916,2024-12-16,Spillage,357.67,No,32967.53
WS012414,PR20241217157,2024-12-17,Processing Waste,229.17,No,22656.92
WS012415,PR20241217600,2024-12-17,Expired Stock,458.92,Yes,56257.45
WS012416,PR20241217420,2024-12-17,Processing Waste,497.05,Yes,60714.6
WS012418,PR20241217878,2024-12-17,Processing Waste,187.69,Yes,20046.03
WS012421,PR20241218208,2024-12-18,Spillage,161.57,Yes,16865.82
WS012427,PR20241218830,2024-12-18,Quality Rejection,220.12,Yes,28260.29
WS012444,PR20241219272,2024-12-19,Quality Rejection,242.66,Yes,28757.99
WS012449,PR20241220938,2024-12-20,Spillage,265.44,Yes,26188.01
WS012450,PR20241220606,2024-12-20,Spillage,107.78,Yes,12541.72
WS012454,PR20241221653,2024-12-21,Expired Stock,51.04,Yes,4626.93
WS012473,PR20241222527,2024-12-22,Quality Rejection,142.46,Yes,18898.45
WS012475,PR20241222842,2024-12-22,Expired Stock,191.37,No,20970.62
WS012477,PR20241222716,2024-12-22,Spillage,363.76,No,53710.21
WS012490,PR20241223959,2024-12-23,Spillage,482.99,Yes,40593.36
WS012495,PR20241224384,2024-12-24,Processing Waste,308.54,Yes,25743.16
WS012506,PR20241225484,2024-12-25,Expired Stock,151.1,No,13436.1
WS012507,PR20241225640,2024-12-25,Spillage,214.27,No,20613.83
WS012520,PR20241226390,2024-12-26,Quality Rejection,189.81,Yes,26106.6
WS012525,PR20241226480,2024-12-26,Spillage,178.53,Yes,18665.62
WS012535,PR20241227310,2024-12-27,Processing Waste,227.09,No,24091.17
WS012544,PR20241228739,2024-12-28,Expired Stock,118.54,No,15090.21
WS012548,PR20241228879,2024-12-28,Processing Waste,192.83,No,22840.36
